address,area,rooms,criteria,price,Neighbourhood,longitude,latitude
"Hohenstaufenstr. 4., Schöneberg (Schöneberg), Berlin",167.0,4.0,"['Balkon/Terrasse', 'Keller']",669000.0,Schöneberg,13.35265,52.495
"Treptow (Treptow), Berlin",60.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",330000.0,Treptow,13.47799,52.48613
"Raumerstraße 18, Prenzlauer Berg (Prenzlauer Berg), Berlin",80.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",457900.0,Prenzlauer Berg,13.42276,52.52815
"Stephanstr. 31, Steglitz (Steglitz), Berlin",84.0,3.0,"['Balkon/Terrasse', 'Keller']",384975.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",80.0,3.0,"['Balkon/Terrasse', 'Keller']",365137.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",79.0,3.0,"['Balkon/Terrasse', 'Keller']",348920.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",98.0,4.0,"['Balkon/Terrasse', 'Keller']",433576.0,Steglitz,13.34392,52.44704
"Mitte (Mitte), Berlin",101.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",672000.0,Mitte,13.38717,52.51796
"Mitte (Mitte), Berlin",75.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",575000.0,Mitte,13.38717,52.51796
"Mitte (Mitte), Berlin",98.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",660000.0,Mitte,13.38717,52.51796
"Stephanstr. 31, Steglitz (Steglitz), Berlin",95.0,4.0,"['Balkon/Terrasse', 'Keller']",461768.0,Steglitz,13.34392,52.44704
"Rahnsdorf (Köpenick), Berlin",78.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",287000.0,Köpenick,13.58325,52.44342
"Grunewald (Wilmersdorf), Berlin",110.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+3']",548000.0,Wilmersdorf,13.3152,52.48977
"Schöneberg (Schöneberg), Berlin",128.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",469000.0,Schöneberg,13.35117,52.4727
"Hohenstaufenstr. 4, Schöneberg (Schöneberg), Berlin",167.0,4.0,"['Balkon/Terrasse', 'Keller']",669000.0,Schöneberg,13.35265,52.495
"Ossietzkystr. 9, Pankow (Pankow), Berlin",178.0,5.0,"['Provisionsfrei*', 'Keller', 'Aufzug']",824000.0,Pankow,13.40823,52.57184
"Ossietzkystraße 9, Pankow (Pankow), Berlin",186.0,6.0,"['Provisionsfrei*', 'Balkon/Terrasse']",964000.0,Pankow,13.40823,52.57184
"Steglitz (Steglitz), Berlin",67.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",352040.0,Steglitz,13.36061,52.44677
"Windhalmweg 23, Wittenau (Reinickendorf), Berlin",50.0,2.0,"['Balkon/Terrasse', 'Keller']",119000.0,Reinickendorf,13.32086,52.5826
"Reinickendorf (Reinickendorf), Berlin",84.0,3.0,"['Balkon/Terrasse', 'Keller']",349000.0,Reinickendorf,13.35373,52.57474
"Corinthstraße 43, Friedrichshain (Friedrichshain), Berlin",155.0,5.0,"['Provisionsfrei*', 'Gäste-WC', 'Stufenlos']",574000.0,Friedrichshain,13.46249,52.49983
"Charlottenburg (Charlottenburg), Berlin",50.0,2.0,['Balkon/Terrasse'],213000.0,Charlottenburg,13.29005,52.533
"Tübinger Straße 4a, Wilmersdorf (Wilmersdorf), Berlin",37.0,1.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",120000.0,Wilmersdorf,13.32922,52.4803
"Katzbachstraße 9, Kreuzberg (Kreuzberg), Berlin",100.0,3.0,"['Balkon/Terrasse', 'Keller']",395711.0,Kreuzberg,13.37652,52.48979
"Alt Moabit 73, Tiergarten (Tiergarten), Berlin",122.0,4.0,['Balkon/Terrasse'],519000.0,Tiergarten,13.35261,52.50937
"Alt Moabit 73, Tiergarten (Tiergarten), Berlin",87.0,3.0,['Balkon/Terrasse'],339000.0,Tiergarten,13.35261,52.50937
"Alt Moabit 73A, Tiergarten (Tiergarten), Berlin",91.0,3.0,['Balkon/Terrasse'],399000.0,Tiergarten,13.35261,52.50937
"Charlottenburg (Charlottenburg), Berlin",61.0,2.0,"['Provisionsfrei*', 'Keller']",217000.0,Charlottenburg,13.29005,52.533
"Prenzlauer Berg (Prenzlauer Berg), Berlin",85.0,2.5,"['Einbauküche', 'Keller']",425000.0,Prenzlauer Berg,13.41931,52.52857
"Schöneberg (Schöneberg), Berlin",67.0,2.0,"['Einbauküche', 'Keller']",299000.0,Schöneberg,13.35117,52.4727
"Karolinenstr. 1d, Tegel (Reinickendorf), Berlin",57.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",209000.0,Reinickendorf,13.28248,52.59188
"Kavalierstr 19b, Pankow (Pankow), Berlin",98.0,3.0,['Balkon/Terrasse'],489000.0,Pankow,13.40964,52.57354
"Friedenau (Schöneberg), Berlin",57.0,2.0,,299000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",60.0,2.0,['Balkon/Terrasse'],279000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",84.0,3.0,['Balkon/Terrasse'],379000.0,Schöneberg,13.33741,52.46713
"Mitte (Mitte), Berlin",114.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",679000.0,Mitte,13.38717,52.51796
"Mitte (Mitte), Berlin",104.0,4.0,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",389000.0,Mitte,13.38717,52.51796
"Thomasiusstraße 4, Tiergarten (Tiergarten), Berlin",117.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+2']",749000.0,Tiergarten,13.3668,52.50982
"Thomasiusstraße 4, Tiergarten (Tiergarten), Berlin",117.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+2']",749000.0,Tiergarten,13.3668,52.50982
"Friedenau (Schöneberg), Berlin",61.0,2.0,['Balkon/Terrasse'],269000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",84.0,3.0,['Balkon/Terrasse'],359000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",52.0,2.0,['Balkon/Terrasse'],239000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",92.0,3.0,['Balkon/Terrasse'],429000.0,Schöneberg,13.33741,52.46713
"Hohenstaufenstr. 4-, Schöneberg (Schöneberg), Berlin",167.0,4.0,"['Balkon/Terrasse', 'Keller']",669000.0,Schöneberg,13.35265,52.495
"Lichtenberg (Lichtenberg), Berlin",31.0,1.0,['Einbauküche'],135000.0,Lichtenberg,13.96884,51.17671
"Charlottenburg (Charlottenburg), Berlin",54.0,2.0,,350000.0,Charlottenburg,13.29005,52.533
"Neukölln (Neukölln), Berlin",70.0,3.0,"['Einbauküche', 'Garten', 'Keller']",240000.0,Neukölln,13.45521,52.46334
"Friedrichsfelde (Lichtenberg), Berlin",65.0,2.0,"['Balkon/Terrasse', 'Keller']",259000.0,Lichtenberg,13.29205,52.43884
"Prenzlauer Berg (Prenzlauer Berg), Berlin",114.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",740000.0,Prenzlauer Berg,13.41931,52.52857
"Tiergarten (Tiergarten), Berlin",44.0,1.0,['Balkon/Terrasse'],129000.0,Tiergarten,13.37171,52.5196
"Alt Moabit 73/73a, Tiergarten (Tiergarten), Berlin",52.0,2.0,,249000.0,Tiergarten,13.35261,52.50937
"Friedenau (Schöneberg), Berlin",50.0,2.0,['Balkon/Terrasse'],239000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",93.0,3.0,['Balkon/Terrasse'],439000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",81.0,3.0,['Balkon/Terrasse'],379000.0,Schöneberg,13.33741,52.46713
"Friedenau (Schöneberg), Berlin",77.0,2.0,['Balkon/Terrasse'],339000.0,Schöneberg,13.33741,52.46713
"Koburger Str. 14, Schöneberg (Schöneberg), Berlin",31.0,1.0,['Keller'],119000.0,Schöneberg,13.34618,52.4815
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",77.0,2.0,['Provisionsfrei*'],509000.0,Charlottenburg,13.33618,52.50047
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",73.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",419000.0,Charlottenburg,13.33618,52.50047
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",112.0,4.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",719000.0,Charlottenburg,13.33618,52.50047
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",77.0,3.0,"['Provisionsfrei*', 'Garten', 'Keller']",509000.0,Charlottenburg,13.33618,52.50047
"Friedenau (Schöneberg), Berlin",82.0,3.0,['Balkon/Terrasse'],389000.0,Schöneberg,13.33741,52.46713
"Rathenower Straße ., Tiergarten (Tiergarten), Berlin",60.0,2.0,"['Keller', 'Aufzug']",284000.0,Tiergarten,13.37171,52.5196
"Zehlendorf (Zehlendorf), Berlin",92.0,3.0,"['Balkon/Terrasse', 'Aufzug']",365000.0,Zehlendorf,12.27021,53.86947
"Knorrpromenade 8_, Friedrichshain (Friedrichshain), Berlin",149.0,6.0,"['Balkon/Terrasse', 'Garten', 'Keller']",569000.0,Friedrichshain,13.46264,52.50922
"Wilmersdorf (Wilmersdorf), Berlin",59.0,2.0,"['Einbauküche', 'Keller']",229000.0,Wilmersdorf,13.3311,52.48665
"Charlottenburg (Charlottenburg), Berlin",113.0,3.0,['Balkon/Terrasse'],899000.0,Charlottenburg,13.29005,52.533
"Steglitz (Steglitz), Berlin",156.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",750000.0,Steglitz,13.36061,52.44677
"Cuvrystrasse 32, Kreuzberg (Kreuzberg), Berlin",75.0,3.0,['Keller'],390000.0,Kreuzberg,13.44298,52.49645
"Rostockerstraße 39, Tiergarten (Tiergarten), Berlin",81.0,3.0,['Keller'],291600.0,Tiergarten,13.35261,52.50937
"Wilmersdorf (Wilmersdorf), Berlin",143.0,3.0,"['Einbauküche', 'Keller']",639000.0,Wilmersdorf,13.3311,52.48665
"Friedrichshain (Friedrichshain), Berlin",56.0,2.0,['Balkon/Terrasse'],169000.0,Friedrichshain,13.43073,52.52883
"Lichterfelde (Steglitz), Berlin",50.0,1.0,,199000.0,Steglitz,13.31894,52.43294
"Dahlem (Zehlendorf), Berlin",110.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",752000.0,Zehlendorf,13.28054,52.43457
"Stephanstr. 31, Steglitz (Steglitz), Berlin",82.0,2.0,"['Balkon/Terrasse', 'Keller']",356298.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",95.0,3.0,"['Balkon/Terrasse', 'Keller']",478900.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",96.0,3.0,"['Balkon/Terrasse', 'Keller']",483650.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",95.0,4.0,"['Balkon/Terrasse', 'Keller']",478750.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",90.0,3.0,"['Balkon/Terrasse', 'Keller']",422452.0,Steglitz,13.34392,52.44704
"Stephanstr. 31, Steglitz (Steglitz), Berlin",92.0,3.0,"['Balkon/Terrasse', 'Keller']",428079.0,Steglitz,13.34392,52.44704
"Tiergarten (Tiergarten), Berlin",62.0,2.0,"['Einbauküche', 'Aufzug']",269000.0,Tiergarten,13.37171,52.5196
"Alt Moabit 73/73a, Tiergarten (Tiergarten), Berlin",88.0,3.0,['Balkon/Terrasse'],429000.0,Tiergarten,13.35261,52.50937
"Büdnerring 44, Reinickendorf (Reinickendorf), Berlin",61.0,2.0,"['Balkon/Terrasse', 'Keller']",195000.0,Reinickendorf,13.36892,52.57344
"Friedrichshain (Friedrichshain), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Keller']",372000.0,Friedrichshain,13.43073,52.52883
"Neukölln (Neukölln), Berlin",64.0,2.5,['Provisionsfrei*'],207040.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",56.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",180030.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",60.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",199700.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",69.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse']",225250.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",61.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",223540.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",68.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse']",220060.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",63.0,2.5,['Provisionsfrei*'],211030.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",56.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",180030.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",60.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",199700.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",69.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse']",225250.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",61.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",223540.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",68.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse']",220060.0,Neukölln,13.45521,52.46334
"Friedrichshain (Friedrichshain), Berlin",89.0,3.0,"['Balkon/Terrasse', 'Keller']",534000.0,Friedrichshain,13.43073,52.52883
"Steglitz (Steglitz), Berlin",67.0,2.0,['Balkon/Terrasse'],279000.0,Steglitz,13.36061,52.44677
"Habsburgerstr. 8, Schöneberg (Schöneberg), Berlin",170.0,5.0,['Aufzug'],679000.0,Schöneberg,13.35252,52.49515
"Britz (Neukölln), Berlin",73.0,2.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",265000.0,Neukölln,13.45149,52.46425
"Raumerstraße 8, Prenzlauer Berg (Prenzlauer Berg), Berlin",98.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",630000.0,Prenzlauer Berg,13.41886,52.5287
"Boxhagener Straße 51, Friedrichshain (Friedrichshain), Berlin",57.0,2.0,"['Balkon/Terrasse', 'Keller']",280000.0,Friedrichshain,13.46676,52.50805
"Schöneberg (Schöneberg), Berlin",62.0,2.0,,299000.0,Schöneberg,13.35117,52.4727
"Charlottenburg (Charlottenburg), Berlin",80.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",325000.0,Charlottenburg,13.29005,52.533
"Friedenau (Schöneberg), Berlin",52.0,2.0,['Balkon/Terrasse'],239000.0,Schöneberg,13.33741,52.46713
"Wilmersdorf (Wilmersdorf), Berlin",145.0,3.0,"['Balkon/Terrasse', 'Keller']",765000.0,Wilmersdorf,13.3311,52.48665
"Scharnweberstraße ., Friedrichshain (Friedrichshain), Berlin",52.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",331800.0,Friedrichshain,13.46886,52.51253
"Lichtenberg (Lichtenberg), Berlin",64.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",248000.0,Lichtenberg,13.96884,51.17671
"Bernauer Straße 121, Tegel (Reinickendorf), Berlin",64.0,2.0,"['Balkon/Terrasse', 'Keller']",219000.0,Reinickendorf,13.27547,52.57562
"Kastanienallee 22, Charlottenburg (Charlottenburg), Berlin",94.0,2.0,['Keller'],379500.0,Charlottenburg,13.30571,52.52051
"Lindenstraße 26, Kreuzberg (Kreuzberg), Berlin",85.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",320000.0,Kreuzberg,13.39673,52.50436
"Bernauer Straße 119, Tegel (Reinickendorf), Berlin",54.0,2.0,"['Einbauküche', 'Keller']",189500.0,Reinickendorf,13.27571,52.57562
"Friedenau (Schöneberg), Berlin",82.0,3.0,['Balkon/Terrasse'],389000.0,Schöneberg,13.33741,52.46713
"Tegel (Reinickendorf), Berlin",64.0,2.0,['Balkon/Terrasse'],179000.0,Reinickendorf,13.3497,52.57546
"Schwabstraße 12, Reinickendorf (Reinickendorf), Berlin",42.0,1.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",110000.0,Reinickendorf,13.37533,52.56565
"Wilmersdorf (Wilmersdorf), Berlin",40.0,1.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",194000.0,Wilmersdorf,13.3311,52.48665
"Wilmersdorf (Wilmersdorf), Berlin",39.0,1.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",194000.0,Wilmersdorf,13.3311,52.48665
"Schliemannstraße 42, Prenzlauer Berg (Prenzlauer Berg), Berlin",140.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",999500.0,Prenzlauer Berg,13.41711,52.54186
"Haakzeile 6, Spandau (Spandau), Berlin",65.0,2.0,['Balkon/Terrasse'],149000.0,Spandau,13.16726,52.5522
"Neukölln (Neukölln), Berlin",68.0,2.0,"['Balkon/Terrasse', 'Keller']",299000.0,Neukölln,13.45521,52.46334
"Knorrpromenade 8, Friedrichshain (Friedrichshain), Berlin",149.0,6.0,['Balkon/Terrasse'],569000.0,Friedrichshain,13.46264,52.50922
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin",113.0,3.0,['Balkon/Terrasse'],499000.0,Charlottenburg,13.29236,52.51123
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin",167.0,5.0,"['Balkon/Terrasse', 'Gäste-WC']",779000.0,Charlottenburg,13.29236,52.51123
"Klixstr. 3, Schöneberg (Schöneberg), Berlin",148.0,4.5,"['Balkon/Terrasse', 'Gäste-WC']",669000.0,Schöneberg,13.35097,52.48904
"Hohenstaufenstr. 4, Schöneberg (Schöneberg), Berlin",125.0,4.0,['Balkon/Terrasse'],419000.0,Schöneberg,13.35265,52.495
"Kiefholzstraße 256, Baumschulenweg (Treptow), Berlin",37.0,1.0,,110000.0,Treptow,13.48769,52.46537
"Freisinger Straße 9, Schöneberg (Schöneberg), Berlin",99.0,3.0,"['Keller', 'Aufzug']",750000.0,Schöneberg,13.34842,52.49109
"Hohenstaufenstr. 4, Schöneberg (Schöneberg), Berlin",128.0,4.0,['Balkon/Terrasse'],469000.0,Schöneberg,13.35265,52.495
"Charlottenburg (Charlottenburg), Berlin",60.0,2.0,"['Einbauküche', 'Keller', 'Aufzug']",394745.0,Charlottenburg,13.29005,52.533
"Schöneberg (Schöneberg), Berlin",66.0,3.0,"['Balkon/Terrasse', 'Keller']",270000.0,Schöneberg,13.35117,52.4727
"Schöneberg (Schöneberg), Berlin",54.0,2.0,"['Balkon/Terrasse', 'Keller']",234000.0,Schöneberg,13.35117,52.4727
"Kurfürstenstr. 37, Lankwitz (Steglitz), Berlin",45.0,2.0,"['Balkon/Terrasse', 'Keller']",140000.0,Steglitz,13.33587,52.42569
"Boxhagener Straße 51, Friedrichshain (Friedrichshain), Berlin",60.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",325000.0,Friedrichshain,13.46676,52.50805
"Stephanstr. 50, Tiergarten (Tiergarten), Berlin",26.0,1.0,['Keller'],99000.0,Tiergarten,13.35315,52.50928
"Am Tierpark 49, Friedrichsfelde (Lichtenberg), Berlin",65.0,2.0,"['Balkon/Terrasse', 'Keller']",270000.0,Lichtenberg,13.52125,52.50277
"Treptow (Treptow), Berlin",62.0,3.0,"['Balkon/Terrasse', 'Keller']",209000.0,Treptow,13.47799,52.48613
"Karlshorst (Lichtenberg), Berlin",84.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche']",286000.0,Lichtenberg,13.48088,52.51618
"Friedrichshain (Friedrichshain), Berlin",75.0,2.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",515000.0,Friedrichshain,13.43073,52.52883
"Tiergarten (Tiergarten), Berlin",106.0,3.0,,359000.0,Tiergarten,13.37171,52.5196
"Neukölln (Neukölln), Berlin",41.0,1.0,"['Balkon/Terrasse', 'Keller']",138000.0,Neukölln,13.45521,52.46334
"Britz (Neukölln), Berlin",63.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",230000.0,Neukölln,13.45149,52.46425
"Karolinenstr. 1d, Tegel (Reinickendorf), Berlin",62.0,2.0,['Balkon/Terrasse'],179000.0,Reinickendorf,13.28248,52.59188
"Steglitz (Steglitz), Berlin",57.0,2.0,"['Balkon/Terrasse', 'Keller']",164246.0,Steglitz,13.36061,52.44677
"Corinthstraße 43, Friedrichshain (Friedrichshain), Berlin",96.0,3.0,,359000.0,Friedrichshain,13.46249,52.49983
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin",116.0,4.0,['Balkon/Terrasse'],489000.0,Charlottenburg,13.29236,52.51123
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin",82.0,3.0,['Balkon/Terrasse'],369000.0,Charlottenburg,13.29236,52.51123
"Pölnitzweg 126, Buch (Pankow), Berlin",75.0,2.0,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",180000.0,Pankow,13.48912,52.64647
"Karlshorst (Lichtenberg), Berlin",56.0,2.0,['Einbauküche'],169000.0,Lichtenberg,13.48088,52.51618
"Friedrichshain (Friedrichshain), Berlin",72.0,2.0,"['Balkon/Terrasse', 'Aufzug']",349000.0,Friedrichshain,13.43073,52.52883
"Neukölln (Neukölln), Berlin",63.0,2.5,['Provisionsfrei*'],211030.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",60.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",202850.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",66.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse']",209900.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",66.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse']",209900.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",64.0,2.5,['Provisionsfrei*'],207040.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",60.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",202850.0,Neukölln,13.45521,52.46334
"Karolinenstraße 1d, Tegel (Reinickendorf), Berlin",56.0,2.0,['Balkon/Terrasse'],169000.0,Reinickendorf,13.28248,52.59188
"Kreuzberg (Kreuzberg), Berlin",46.0,1.0,,184000.0,Kreuzberg,13.38085,52.48974
"Weißenburger Straße 19, Spandau (Spandau), Berlin",94.0,4.0,"['Balkon/Terrasse', 'Keller']",293666.0,Spandau,13.19918,52.52303
"Lankwitz (Steglitz), Berlin",43.0,2.0,"['Balkon/Terrasse', 'Garten', 'Keller', '+2']",225500.0,Steglitz,13.36236,52.43664
"Fehrbelliner Str. 40/41, Mitte (Mitte), Berlin",72.0,2.0,['Balkon/Terrasse'],470000.0,Mitte,13.40022,52.53499
"Friedrichshain (Friedrichshain), Berlin",97.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+4']",780000.0,Friedrichshain,13.43073,52.52883
"Tempelhof (Tempelhof), Berlin",58.0,2.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",229000.0,Tempelhof,13.38937,52.46579
"Kreuzberg (Kreuzberg), Berlin",110.0,3.0,,680000.0,Kreuzberg,13.38085,52.48974
"Stendaler Straße 10, Tiergarten (Tiergarten), Berlin",74.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",269900.0,Tiergarten,13.3650328,52.5099767
"Herrfurthplatz 4, Neukölln (Neukölln), Berlin",69.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",249876.0,Neukölln,13.42147,52.47749
"Charlottenburg (Charlottenburg), Berlin",105.0,2.0,,685000.0,Charlottenburg,13.29005,52.533
"Charlottenburg (Charlottenburg), Berlin",127.0,3.0,,825000.0,Charlottenburg,13.29005,52.533
"Prenzlauer Berg (Prenzlauer Berg), Berlin",63.0,2.0,,385000.0,Prenzlauer Berg,13.41931,52.52857
"Französisch Buchholz (Pankow), Berlin",151.0,4.0,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",595000.0,Pankow,13.43368,52.60823
"Rehfeldtstr. 8a, Grünau (Köpenick), Berlin",87.0,4.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",525000.0,Köpenick,13.6298,52.39732
"Buckow (Neukölln), Berlin",67.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",225000.0,Neukölln,13.43541,52.48078
"Charlottenburg (Charlottenburg), Berlin",50.0,2.0,"['Balkon/Terrasse', 'Keller']",225000.0,Charlottenburg,13.29005,52.533
"Konrad-Wolf-Strasse 77, Alt-Hohenschönhausen (Hohenschönhausen), Berlin",85.0,3.0,['Balkon/Terrasse'],199900.0,Hohenschönhausen,13.48211,52.53879
"Weißensee (Weißensee), Berlin",67.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",365000.0,Weißensee,13.94571,52.91755
"Grunewald (Wilmersdorf), Berlin",37.0,1.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",149999.0,Wilmersdorf,13.3152,52.48977
"Charlottenburg (Charlottenburg), Berlin",123.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",695000.0,Charlottenburg,13.29005,52.533
"Wedding (Wedding), Berlin",75.0,3.0,['Balkon/Terrasse'],330000.0,Wedding,13.35474,52.54782
"Friedrichshain (Friedrichshain), Berlin",57.0,2.0,"['Einbauküche', 'Keller']",289000.0,Friedrichshain,13.43073,52.52883
"Münchenerstr 14a, Schöneberg (Schöneberg), Berlin",40.0,1.0,"['Einbauküche', 'Garten', 'Keller']",150000.0,Schöneberg,13.34166,52.49181
"Prenzlauer Berg (Prenzlauer Berg), Berlin",32.0,1.0,,180000.0,Prenzlauer Berg,13.41931,52.52857
"Köpenick (Köpenick), Berlin",70.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",222481.0,Köpenick,13.57474,52.44602
"Köpenick (Köpenick), Berlin",48.0,1.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",152017.0,Köpenick,13.57474,52.44602
"Köpenick (Köpenick), Berlin",48.0,1.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",149525.0,Köpenick,13.57474,52.44602
"Köpenick (Köpenick), Berlin",51.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",158764.0,Köpenick,13.57474,52.44602
"Prenzlauer Berg (Prenzlauer Berg), Berlin",120.0,4.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",792000.0,Prenzlauer Berg,13.41931,52.52857
"Silbersteinstraße 82, Neukölln (Neukölln), Berlin",51.0,2.0,,207500.0,Neukölln,13.42973,52.46628
