address,area,rooms,criteria,price,Neighbourhood,longitude,latitude
"Wedding (Wedding), Berlin",55.0,2.0,"['Einbauküche', 'Keller']",178000.0,Wedding,13.35474,52.54782
"Charlottenburg (Charlottenburg), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",249000.0,Charlottenburg,13.29005,52.533
"Charlottenburg (Charlottenburg), Berlin",35.0,1.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",149000.0,Charlottenburg,13.29005,52.533
"Grünau (Köpenick), Berlin",51.0,1.5,"['Balkon/Terrasse', 'Einbauküche']",189700.0,Köpenick,13.58325,52.44342
"Spandau (Spandau), Berlin",77.0,3.0,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",249000.0,Spandau,13.20217,52.53487
"Neu-Hohenschönhausen (Hohenschönhausen), Berlin",72.0,4.0,"['Balkon/Terrasse', 'Einbauküche']",212000.0,Hohenschönhausen,13.53544,52.56163
"Rodenbergstraße 0, Prenzlauer Berg (Prenzlauer Berg), Berlin",38.0,2.0,['Keller'],175000.0,Prenzlauer Berg,13.41784,52.55064
"Friedenau (Schöneberg), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",264800.0,Schöneberg,13.33741,52.46713
"Neukölln (Neukölln), Berlin",40.0,1.0,,155000.0,Neukölln,13.45521,52.46334
"Schwartzkopffstr. 3, Mitte (Mitte), Berlin",56.0,1.0,"['Einbauküche', 'Keller']",221900.0,Mitte,13.3797,52.53461
"Zepernicker Str. 2, Buch (Pankow), Berlin",71.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",208000.0,Pankow,13.50992,52.63984
"Mühsamstr. 24, Friedrichshain (Friedrichshain), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",235000.0,Friedrichshain,13.44716,52.51914
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin",112.0,3.0,"['Balkon/Terrasse', 'Keller']",679000.0,Charlottenburg,13.33618,52.50047
"Schmargendorf (Wilmersdorf), Berlin",82.0,3.0,['Provisionsfrei*'],273000.0,Wilmersdorf,13.30825,52.48276
"Schmargendorf (Wilmersdorf), Berlin",84.0,3.0,['Provisionsfrei*'],279000.0,Wilmersdorf,13.30825,52.48276
"Stendaler Straße 10, Tiergarten (Tiergarten), Berlin",31.0,1.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",114900.0,Tiergarten,13.3650328,52.5099767
"Wilmersdorf (Wilmersdorf), Berlin",67.0,2.0,,403000.0,Wilmersdorf,13.3311,52.48665
"Charlottenburg (Charlottenburg), Berlin",70.0,2.0,,455000.0,Charlottenburg,13.29005,52.533
"Rheinsbergerstr. 36, Mitte (Mitte), Berlin",80.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",585000.0,Mitte,13.4047,52.53899
"Mitte (Mitte), Berlin",85.0,3.0,,699000.0,Mitte,13.38717,52.51796
"Mitte (Mitte), Berlin",138.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",998000.0,Mitte,13.38717,52.51796
"Karlshorst (Lichtenberg), Berlin",198.0,7.0,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC']",820000.0,Lichtenberg,13.48088,52.51618
"Friedrichshain (Friedrichshain), Berlin",100.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",550000.0,Friedrichshain,13.43073,52.52883
"Köpenick (Köpenick), Berlin",50.0,1.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",157002.0,Köpenick,13.57474,52.44602
"Corinthstraße xx, Friedrichshain (Friedrichshain), Berlin",96.0,3.0,"['Garten', 'Keller']",359000.0,Friedrichshain,13.4592,52.50095
"Köpenick (Köpenick), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",175419.0,Köpenick,13.57474,52.44602
"Schöneberg (Schöneberg), Berlin",170.0,5.0,"['Einbauküche', 'Garten', 'Keller', '+1']",679000.0,Schöneberg,13.35117,52.4727
"Habsburger Straße X, Schöneberg (Schöneberg), Berlin",170.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",679000.0,Schöneberg,13.35226,52.49584
"Mitte (Mitte), Berlin",96.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",790000.0,Mitte,13.38717,52.51796
"Schöneberg (Schöneberg), Berlin",134.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",559000.0,Schöneberg,13.35117,52.4727
"Detmolder-Straße X, Wilmersdorf (Wilmersdorf), Berlin",186.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",699000.0,Wilmersdorf,13.32443,52.47874
"Hermsdorfer Damm XX, Hermsdorf (Reinickendorf), Berlin",112.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",515000.0,Reinickendorf,13.28862,52.60227
"Chausseestraße XX, Wannsee (Zehlendorf), Berlin",85.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",560000.0,Zehlendorf,13.14722,52.41748
"Altglienicke (Treptow), Berlin",87.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",284500.0,Treptow,13.55372,52.40542
"Prenzlauer Berg (Prenzlauer Berg), Berlin",69.0,2.5,"['Einbauküche', 'Aufzug', 'Stufenlos']",374000.0,Prenzlauer Berg,13.41931,52.52857
"Schöneberg (Schöneberg), Berlin",68.0,2.0,['Keller'],205000.0,Schöneberg,13.35117,52.4727
"Rosenthal (Pankow), Berlin",64.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug', '+1']",258000.0,Pankow,13.37777,52.59978
"Steglitz (Steglitz), Berlin",70.0,2.5,"['Balkon/Terrasse', 'Einbauküche']",370000.0,Steglitz,13.36061,52.44677
"Schmargendorf (Wilmersdorf), Berlin",70.0,2.5,"['Balkon/Terrasse', 'Gäste-WC']",295000.0,Wilmersdorf,13.30825,52.48276
"Schmargendorf (Wilmersdorf), Berlin",70.0,2.5,"['Balkon/Terrasse', 'Gäste-WC']",295000.0,Wilmersdorf,13.30825,52.48276
"Neukölln (Neukölln), Berlin",104.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",535000.0,Neukölln,13.45521,52.46334
"Friedrichshain (Friedrichshain), Berlin",61.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",289000.0,Friedrichshain,13.43073,52.52883
"Schlüterstraße 7, Charlottenburg (Charlottenburg), Berlin",55.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",304000.0,Charlottenburg,13.31782,52.50976
"Zähringerstraße 6, Wilmersdorf (Wilmersdorf), Berlin",54.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",260000.0,Wilmersdorf,13.31512,52.49582
"Esmarchstraße 17, Prenzlauer Berg (Prenzlauer Berg), Berlin",87.0,3.0,"['Balkon/Terrasse', 'Keller']",400000.0,Prenzlauer Berg,13.42189,52.52835
"Karl-Stieler-Straße 18, Steglitz (Steglitz), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",355000.0,Steglitz,13.33936,52.45025
"Loschmidtstraße 1, Charlottenburg (Charlottenburg), Berlin",67.0,2.5,"['Balkon/Terrasse', 'Keller', 'Aufzug']",255983.0,Charlottenburg,13.31349,52.5156
"Rosenthal (Pankow), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",198000.0,Pankow,13.37777,52.59978
"Spandau (Spandau), Berlin",65.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",189000.0,Spandau,13.20217,52.53487
"Grunewald (Wilmersdorf), Berlin",120.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",780000.0,Wilmersdorf,13.3152,52.48977
"Niederschönhausen (Pankow), Berlin",33.0,1.0,"['Einbauküche', 'Aufzug']",99000.0,Pankow,13.40363,52.58266
"Steglitz (Steglitz), Berlin",85.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",490000.0,Steglitz,13.36061,52.44677
"Spandau (Spandau), Berlin",91.0,3.0,['Keller'],299000.0,Spandau,13.20217,52.53487
"Göhrener Str. 12, Prenzlauer Berg (Prenzlauer Berg), Berlin",107.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC', '+1']",850000.0,Prenzlauer Berg,13.42092,52.5406
"Grünau (Köpenick), Berlin",80.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",275000.0,Köpenick,13.58325,52.44342
"Steglitz (Steglitz), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",195000.0,Steglitz,13.36061,52.44677
"Prenzlauer Berg (Prenzlauer Berg), Berlin",120.0,4.0,['Keller'],650000.0,Prenzlauer Berg,13.41931,52.52857
"Pankow (Pankow), Berlin",56.0,3.0,"['Balkon/Terrasse', 'Keller']",179000.0,Pankow,13.40248,52.56926
"Tiergarten (Tiergarten), Berlin",64.0,3.0,"['Einbauküche', 'Keller']",288000.0,Tiergarten,13.37171,52.5196
"Fregestraße 9+, Friedenau (Schöneberg), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Keller']",289000.0,Schöneberg,13.33715,52.4706
"Schmargendorf (Wilmersdorf), Berlin",96.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",649000.0,Wilmersdorf,13.30825,52.48276
"Steglitz (Steglitz), Berlin",71.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",270000.0,Steglitz,13.36061,52.44677
"Wilmersdorf (Wilmersdorf), Berlin",48.0,2.0,"['Einbauküche', 'Keller']",150000.0,Wilmersdorf,13.3311,52.48665
"Friedenau (Schöneberg), Berlin",142.0,3.0,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",459000.0,Schöneberg,13.33741,52.46713
"Klixstr. 3*., Schöneberg (Schöneberg), Berlin",62.0,2.0,,299000.0,Schöneberg,13.35097,52.48904
"Rosenthal (Pankow), Berlin",83.0,3.0,,315000.0,Pankow,13.37777,52.59978
"Rosenthal (Pankow), Berlin",45.0,1.0,['Balkon/Terrasse'],210000.0,Pankow,13.37777,52.59978
"Schöneberg (Schöneberg), Berlin",126.0,3.0,"['Einbauküche', 'Keller']",699000.0,Schöneberg,13.35117,52.4727
"Kreuzberg (Kreuzberg), Berlin",151.0,5.0,['Keller'],640000.0,Kreuzberg,13.38085,52.48974
"Prenzlauer Berg (Prenzlauer Berg), Berlin",67.0,3.0,,470000.0,Prenzlauer Berg,13.41931,52.52857
"Weißensee (Weißensee), Berlin",89.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",399000.0,Weißensee,13.94571,52.91755
"Mariendorf (Tempelhof), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",239000.0,Tempelhof,13.38449,52.45321
"Lankwitz (Steglitz), Berlin",66.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",229000.0,Steglitz,13.36236,52.43664
"Isarstraße 12, Neukölln (Neukölln), Berlin",28.0,1.0,,75000.0,Neukölln,13.43201,52.48111
"Friedrichshain (Friedrichshain), Berlin",97.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",690000.0,Friedrichshain,13.43073,52.52883
"Schöneberg (Schöneberg), Berlin",34.0,1.0,,145000.0,Schöneberg,13.35117,52.4727
"Johannisthal (Treptow), Berlin",59.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",269000.0,Treptow,13.50273,52.4433
"Charlottenburg (Charlottenburg), Berlin",81.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",320000.0,Charlottenburg,13.29005,52.533
"Tempelhof (Tempelhof), Berlin",59.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",315000.0,Tempelhof,13.38937,52.46579
"Friedrichshain (Friedrichshain), Berlin",66.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",430000.0,Friedrichshain,13.43073,52.52883
"Mitte (Mitte), Berlin",49.0,2.0,,315000.0,Mitte,13.38717,52.51796
"Prenzlauer Berg (Prenzlauer Berg), Berlin",64.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",349000.0,Prenzlauer Berg,13.41931,52.52857
"Jablonskistraße 24#, Prenzlauer Berg (Prenzlauer Berg), Berlin",87.0,3.0,"['Balkon/Terrasse', 'Aufzug']",399000.0,Prenzlauer Berg,0.0,0.0
"Corinthstr. 28#, Friedrichshain (Friedrichshain), Berlin",41.0,2.0,"['Provisionsfrei*', 'Keller', 'Aufzug']",195748.0,Friedrichshain,0.0,0.0
"Nürnberger Straße 27#, Charlottenburg (Charlottenburg), Berlin",112.0,3.0,,579000.0,Charlottenburg,0.0,0.0
"Kavalierstr. 19c#, Pankow (Pankow), Berlin",98.0,3.0,"['Balkon/Terrasse', 'Keller']",489000.0,Pankow,9.19524,45.53816
"Nürnberger Straße 27#, Charlottenburg (Charlottenburg), Berlin",112.0,3.0,['Balkon/Terrasse'],679000.0,Charlottenburg,0.0,0.0
"Prenzlauer Berg (Prenzlauer Berg), Berlin",37.0,1.0,"['Einbauküche', 'Keller']",199000.0,Prenzlauer Berg,13.41931,52.52857
"Hellersdorf (Hellersdorf), Berlin",89.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",279000.0,Hellersdorf,13.59534,52.53932
"Niederschöneweide (Treptow), Berlin",64.0,2.5,"['Balkon/Terrasse', 'Garten', 'Keller']",189000.0,Treptow,13.51328,52.45549
"Schnackenburgstr. 7#, Friedenau (Schöneberg), Berlin",73.0,3.0,['Provisionsfrei*'],361460.0,Schöneberg,0.0,0.0
"Prenzlauer Berg (Prenzlauer Berg), Berlin",70.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",349000.0,Prenzlauer Berg,13.41931,52.52857
"Charlottenburg (Charlottenburg), Berlin",127.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",649000.0,Charlottenburg,13.29005,52.533
"Prenzlauer Berg (Prenzlauer Berg), Berlin",41.0,1.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",195000.0,Prenzlauer Berg,13.41931,52.52857
"Lichterfelde (Steglitz), Berlin",53.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",309000.0,Steglitz,13.31894,52.43294
"Tiergarten (Tiergarten), Berlin",42.0,1.0,"['Einbauküche', 'Garten']",135000.0,Tiergarten,13.37171,52.5196
"Alt-Moabit 73a, Tiergarten (Tiergarten), Berlin",59.0,2.0,['Einbauküche'],299000.0,Tiergarten,13.35261,52.50937
"Tempelhof (Tempelhof), Berlin",120.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",540000.0,Tempelhof,13.38937,52.46579
"Mitte (Mitte), Berlin",143.0,4.0,,990000.0,Mitte,13.38717,52.51796
"Prenzlauer Berg (Prenzlauer Berg), Berlin",54.0,2.0,,320000.0,Prenzlauer Berg,13.41931,52.52857
"Neukölln (Neukölln), Berlin",58.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",310000.0,Neukölln,13.45521,52.46334
"Friedrichshain (Friedrichshain), Berlin",68.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",429000.0,Friedrichshain,13.43073,52.52883
"Wilmersdorf (Wilmersdorf), Berlin",57.0,3.0,['Keller'],200000.0,Wilmersdorf,13.3311,52.48665
"Steglitz (Steglitz), Berlin",68.0,3.0,['Balkon/Terrasse'],200000.0,Steglitz,13.36061,52.44677
"Lichterfelde (Steglitz), Berlin",85.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",540000.0,Steglitz,13.31894,52.43294
"Ostseestraße 48, Prenzlauer Berg (Prenzlauer Berg), Berlin",66.0,3.0,['Balkon/Terrasse'],300000.0,Prenzlauer Berg,13.42276,52.52815
"Waitzstr. 26, Charlottenburg (Charlottenburg), Berlin",55.0,2.0,"['Einbauküche', 'Keller']",298500.0,Charlottenburg,13.30595,52.503
"Steglitz (Steglitz), Berlin",26.0,1.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",169000.0,Steglitz,13.36061,52.44677
"Schöneberg (Schöneberg), Berlin",39.0,1.0,['Einbauküche'],172000.0,Schöneberg,13.35117,52.4727
"Beusselstraße 8, Tiergarten (Tiergarten), Berlin",78.0,2.0,['Einbauküche'],327000.0,Tiergarten,13.3657544,52.510097
"Beusselstraße 36, Tiergarten (Tiergarten), Berlin",39.0,1.0,,135000.0,Tiergarten,13.35315,52.50928
"Tempelhof (Tempelhof), Berlin",120.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",575000.0,Tempelhof,13.38937,52.46579
"Siemensstadt (Spandau), Berlin",65.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",189000.0,Spandau,13.26407,52.53828
"Bleibtreustraße 8/9, Charlottenburg (Charlottenburg), Berlin",93.0,3.0,"['Balkon/Terrasse', 'Keller']",550000.0,Charlottenburg,13.31964,52.5048
"Bismarckstr. 41, Steglitz (Steglitz), Berlin",80.0,3.0,"['Balkon/Terrasse', 'Keller']",300000.0,Steglitz,13.33766,52.45019
"Scharnweberstraße 5, Friedrichshain (Friedrichshain), Berlin",115.0,4.5,['Keller'],395000.0,Friedrichshain,13.47411,52.51213
"Prausestr. 48, Lichterfelde (Steglitz), Berlin",64.0,2.5,,215000.0,Steglitz,13.3014,52.44513
"Friedrichshain (Friedrichshain), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Keller']",218000.0,Friedrichshain,13.43073,52.52883
"Steglitz (Steglitz), Berlin",91.0,3.0,"['Balkon/Terrasse', 'Keller']",350000.0,Steglitz,13.36061,52.44677
"Wedding (Wedding), Berlin",75.0,3.0,"['Balkon/Terrasse', 'Gäste-WC']",325000.0,Wedding,13.35474,52.54782
"Pankow (Pankow), Berlin",79.0,3.0,"['Balkon/Terrasse', 'Keller']",284400.0,Pankow,13.40248,52.56926
"Wedding (Wedding), Berlin",56.0,2.0,['Einbauküche'],240000.0,Wedding,13.35474,52.54782
"Keithstraße 10, Schöneberg (Schöneberg), Berlin",140.0,4.0,"['Einbauküche', 'Aufzug']",990000.0,Schöneberg,13.34614,52.50267
"Scharnweberstraße 5, Friedrichshain (Friedrichshain), Berlin",81.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",400000.0,Friedrichshain,13.47411,52.51213
"Steglitz (Steglitz), Berlin",99.0,3.5,"['Balkon/Terrasse', 'Keller']",375000.0,Steglitz,13.36061,52.44677
"Steglitz (Steglitz), Berlin",66.0,3.0,['Keller'],220000.0,Steglitz,13.36061,52.44677
"Genter Straße 12, Wedding (Wedding), Berlin",63.0,2.0,,165375.0,Wedding,13.35804,52.54479
"Friedrichsruher Straße 18, Steglitz (Steglitz), Berlin",83.0,3.5,"['Balkon/Terrasse', 'Keller']",350000.0,Steglitz,13.34195,52.4595
"Salzwedeler Straße 2, Tiergarten (Tiergarten), Berlin",75.0,3.0,"['Balkon/Terrasse', 'Keller']",280000.0,Tiergarten,13.37171,52.5196
"Otto-Suhr-Allee 114, Charlottenburg (Charlottenburg), Berlin",62.0,2.5,"['Balkon/Terrasse', 'Aufzug']",225000.0,Charlottenburg,13.30563,52.51805
"Nordhauser Str. 2, Charlottenburg (Charlottenburg), Berlin",94.0,3.0,,450000.0,Charlottenburg,13.3126,52.5247
"Habersaathstraße 39, Mitte (Mitte), Berlin",59.0,2.0,,325000.0,Mitte,13.37789,52.53214
"Lichterfelde (Steglitz), Berlin",85.0,3.0,"['Balkon/Terrasse', 'Keller']",290000.0,Steglitz,13.31894,52.43294
"Salzwedeler Straße 2, Tiergarten (Tiergarten), Berlin",133.0,4.0,"['Balkon/Terrasse', 'Gäste-WC']",500000.0,Tiergarten,13.37171,52.5196
"Wrangelstr. 10_f, Steglitz (Steglitz), Berlin",136.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",629000.0,Steglitz,13.31665,52.45588
"Schönhauser Str. 18a_, Steglitz (Steglitz), Berlin",75.0,3.0,"['Einbauküche', 'Keller']",379000.0,Steglitz,13.33559,52.4608
"Sickingenstraße 77, Tiergarten (Tiergarten), Berlin",43.0,1.0,"['Balkon/Terrasse', 'Keller']",120000.0,Tiergarten,13.35261,52.50937
"Salzwedeler Straße 2, Tiergarten (Tiergarten), Berlin",106.0,4.0,['Keller'],360000.0,Tiergarten,13.37171,52.5196
"Neukölln (Neukölln), Berlin",49.0,2.0,"['Balkon/Terrasse', 'Keller']",299000.0,Neukölln,13.45521,52.46334
"Kniephofstr. 52, Steglitz (Steglitz), Berlin",80.0,3.5,"['Balkon/Terrasse', 'Keller']",369000.0,Steglitz,13.33649,52.46031
"Kniephofstr. 52, Steglitz (Steglitz), Berlin",86.0,3.5,"['Balkon/Terrasse', 'Keller']",399000.0,Steglitz,13.33649,52.46031
"Ossietzkystrasse 9e, Pankow (Pankow), Berlin",185.0,6.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",939000.0,Pankow,13.40823,52.57184
"Knorrpromenade 8-, Friedrichshain (Friedrichshain), Berlin",87.0,3.0,"['Balkon/Terrasse', 'Keller']",399000.0,Friedrichshain,13.46264,52.50922
"Pankow (Pankow), Berlin",56.0,2.5,,130000.0,Pankow,13.40248,52.56926
"Neukölln (Neukölln), Berlin",49.0,1.5,['Keller'],162000.0,Neukölln,13.45521,52.46334
"Wilmersdorf (Wilmersdorf), Berlin",60.0,2.0,"['Einbauküche', 'Keller']",299000.0,Wilmersdorf,13.3311,52.48665
"Friedrichsfelde (Lichtenberg), Berlin",130.0,4.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+3']",550000.0,Lichtenberg,13.29205,52.43884
"Schöneberg (Schöneberg), Berlin",39.0,1.0,['Keller'],198000.0,Schöneberg,13.35117,52.4727
"Friedrichshain (Friedrichshain), Berlin",86.0,3.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",598000.0,Friedrichshain,13.43073,52.52883
"Klosterstraße 65, Mitte (Mitte), Berlin",86.0,3.0,"['Gäste-WC', 'Aufzug']",795150.0,Mitte,13.41265,52.51671
"Gotenstraße 43, Schöneberg (Schöneberg), Berlin",54.0,2.0,['Keller'],200000.0,Schöneberg,13.35987,52.47586
"Neukölln (Neukölln), Berlin",65.0,2.0,,360000.0,Neukölln,13.45521,52.46334
"Tiergarten (Tiergarten), Berlin",60.0,2.0,,249000.0,Tiergarten,13.37171,52.5196
"Schliemannstraße 41, Prenzlauer Berg (Prenzlauer Berg), Berlin",63.0,2.0,,450000.0,Prenzlauer Berg,13.41759,52.54186
"Spandauer Damm 249, Charlottenburg (Charlottenburg), Berlin",61.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse']",196100.0,Charlottenburg,13.25458,52.52236
"Britz (Neukölln), Berlin",65.0,2.0,"['Balkon/Terrasse', 'Keller']",179000.0,Neukölln,13.45149,52.46425
"Weißensee (Weißensee), Berlin",57.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",169500.0,Weißensee,13.94571,52.91755
"Spandau (Spandau), Berlin",41.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",120000.0,Spandau,13.20217,52.53487
"Große-Leege-Str. 14, Alt-Hohenschönhausen (Hohenschönhausen), Berlin",54.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",125000.0,Hohenschönhausen,13.49816,52.54438
"Neukölln (Neukölln), Berlin",66.0,3.0,,230000.0,Neukölln,13.45521,52.46334
"Neukölln (Neukölln), Berlin",86.0,4.0,,315000.0,Neukölln,13.45521,52.46334
"Hainstraße 56, Niederschöneweide (Treptow), Berlin",65.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",180000.0,Treptow,13.5191,52.45456
"Mittelweg 53, Neukölln (Neukölln), Berlin",80.0,3.0,,450000.0,Neukölln,13.42895,52.47565
"Lichterfelde (Steglitz), Berlin",85.0,3.0,"['Balkon/Terrasse', 'Keller']",215000.0,Steglitz,13.31894,52.43294
"Scharnweberstraße 5, Friedrichshain (Friedrichshain), Berlin",116.0,4.0,['Keller'],399000.0,Friedrichshain,13.47411,52.51213
"Prenzlauer Berg (Prenzlauer Berg), Berlin",66.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",285000.0,Prenzlauer Berg,13.41931,52.52857
"Prenzlauer Berg (Prenzlauer Berg), Berlin",97.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",725000.0,Prenzlauer Berg,13.41931,52.52857
"Lincolnstr. 15, Friedrichsfelde (Lichtenberg), Berlin",53.0,2.0,"['Balkon/Terrasse', 'Keller']",185000.0,Lichtenberg,13.5058,52.50793
"Clayallee 18, Dahlem (Zehlendorf), Berlin",93.0,1.0,"['Provisionsfrei*', 'Balkon/Terrasse']",855218.0,Zehlendorf,13.27899,52.47087
"Paul-Robeson-Straße 34, Prenzlauer Berg (Prenzlauer Berg), Berlin",69.0,2.0,"['Einbauküche', 'Keller']",339000.0,Prenzlauer Berg,13.40667,52.55258
"Clayallee 18, Dahlem (Zehlendorf), Berlin",55.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",624736.0,Zehlendorf,13.27899,52.47087
"Danziger Straße 128, Prenzlauer Berg (Prenzlauer Berg), Berlin",89.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",519000.0,Prenzlauer Berg,13.43422,52.53527
"Prenzlauer Berg (Prenzlauer Berg), Berlin",109.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",627500.0,Prenzlauer Berg,13.41931,52.52857
"Pankow (Pankow), Berlin",61.0,2.0,"['Einbauküche', 'Garten', 'Keller']",329000.0,Pankow,13.40248,52.56926
"Stendaler Straße 10, Tiergarten (Tiergarten), Berlin",66.0,2.0,"['Provisionsfrei*', 'Keller']",319900.0,Tiergarten,13.3650328,52.5099767
"Schmargendorf (Wilmersdorf), Berlin",75.0,2.0,['Provisionsfrei*'],239000.0,Wilmersdorf,13.30825,52.48276
"Charlottenburg (Charlottenburg), Berlin",64.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",249000.0,Charlottenburg,13.29005,52.533
"Berner Straße 33, Lichterfelde (Steglitz), Berlin",107.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",460000.0,Steglitz,13.29257,52.42596
"Charlottenburg (Charlottenburg), Berlin",130.0,3.0,,850000.0,Charlottenburg,13.29005,52.533
"Rheinsberger Straße 36, Mitte (Mitte), Berlin",80.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",580000.0,Mitte,13.4047,52.53899
"Kurfürstendamm 155b, Wilmersdorf (Wilmersdorf), Berlin",44.0,1.5,['Aufzug'],255000.0,Wilmersdorf,13.30289,52.49748
"Köpenick (Köpenick), Berlin",163.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC']",613275.0,Köpenick,13.57474,52.44602
"Köpenick (Köpenick), Berlin",45.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",198000.0,Köpenick,13.57474,52.44602
"Köpenick (Köpenick), Berlin",111.0,3.5,,419900.0,Köpenick,13.57474,52.44602
"Köpenick (Köpenick), Berlin",51.0,2.0,"['Balkon/Terrasse', 'Keller']",198500.0,Köpenick,13.57474,52.44602
"Köpenick (Köpenick), Berlin",46.0,2.0,"['Balkon/Terrasse', 'Garten', 'Keller']",177688.0,Köpenick,13.57474,52.44602
