address,size,rooms,criteria,price,longitude,latitude,distance,district,neighborhood,id,host_identity_verified,instant_bookable,bed_type,private,luggage_dropoff,stairless,balcony,elevator,moderate,strict,loc,Restaurant,Bar,Café,Coffee Shop,Bakery,Hotel,Ice Cream Shop,Supermarket,Pizza Place,Pub,yearly_incomes_predicted
"Mitte (Mitte), Berlin",45.0,2.0,"['Einbauküche', 'Keller']",320000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2082,1,1,1,1,1,0,0,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,30957.208
"Prenzlauer Berg (Prenzlauer Berg), Berlin",81.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",545000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,2083,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,34886.431
"Wilmersdorf (Wilmersdorf), Berlin",62.0,2.0,"['Einbauküche', 'Keller']",310000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,2084,1,1,1,1,1,0,0,0,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,27905.829
"Brandenburgische Straße 30, Steglitz (Steglitz), Berlin",90.0,3.0,['Balkon/Terrasse'],439500.0,13.34551,52.44625,7.436215573843566,Steglitz - Zehlendorf,Steglitz,2085,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,1,0,0,0,0,0,33392.635
"Brandenburgische Straße 29, Steglitz (Steglitz), Berlin",60.0,2.0,['Balkon/Terrasse'],292000.0,13.34565,52.44623000000001,7.4330353740462645,Steglitz - Zehlendorf,Steglitz,2086,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,1,0,0,0,0,0,19929.363
"Friedrichshain (Friedrichshain), Berlin",71.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",399000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,2087,1,1,1,1,1,0,1,1,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,32174.781
"Puchanstraße 33, Köpenick (Köpenick), Berlin",185.0,6.0,['Balkon/Terrasse'],417500.0,13.57707,52.45336999999999,12.93451360856333,Treptow - Köpenick,Köpenick,2088,1,1,1,1,1,0,1,0,0,1,other,3,0,0,0,1,0,0,0,0,0,59028.827
"Hohenzollernstraße 24, Zehlendorf (Zehlendorf), Berlin",82.0,2.0,['Balkon/Terrasse'],599000.0,13.249310000000001,52.43206,13.110575611717561,Steglitz - Zehlendorf,Zehlendorf,2089,1,1,1,1,1,0,1,0,0,1,other,0,0,1,0,0,0,0,0,0,0,33001.483
"Schöneberg (Schöneberg), Berlin",111.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC', '+1']",795000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,2090,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,38322.78
"Prenzlauer Berg (Prenzlauer Berg), Berlin",81.0,2.5,"['Einbauküche', 'Keller', 'Aufzug']",475000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,2091,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,35974.744
"Friedrichshain (Friedrichshain), Berlin",107.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",695000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,2092,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,42431.562
"Parksiedlung Spruch 56, Buckow (Neukölln), Berlin",52.0,2.0,"['Einbauküche', 'Keller']",180000.0,13.408120000000002,52.42216,8.968541070384278,Neukölln,Buckow,2093,1,1,1,1,1,0,0,0,0,1,other,1,0,0,0,0,0,0,1,0,0,23336.488
"Corinthstraße xx, Friedrichshain (Friedrichshain), Berlin",96.0,2.0,"['Garten', 'Keller']",299000.0,13.4592,52.50095,3.7304469208470437,Friedrichshain-Kreuzberg,Friedrichshain,2094,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),6,0,0,1,1,0,0,1,0,1,33982.454
"Corinthstraße xx, Friedrichshain (Friedrichshain), Berlin",96.0,2.0,"['Garten', 'Keller']",299000.0,13.4592,52.50095,3.7304469208470437,Friedrichshain-Kreuzberg,Friedrichshain,2095,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),6,0,0,1,1,0,0,1,0,1,33982.454
"Rheingaustraße XX, Friedenau (Schöneberg), Berlin",84.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",459000.0,13.321279999999998,52.47081,6.643704017628685,Tempelhof - Schöneberg,Friedenau,2096,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,33669.139
"Gleimstraße XX, Prenzlauer Berg (Prenzlauer Berg), Berlin",54.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",385000.0,13.42276,52.52815,3.0887793714076364,Pankow,Prenzlauer Berg,2097,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),11,4,3,1,0,10,1,2,0,0,27455.667
"Am Comeniusplatz 4, Friedrichshain (Friedrichshain), Berlin",30.0,1.0,"['Einbauküche', 'Keller']",135000.0,13.4471,52.51209,3.0844115761552744,Friedrichshain-Kreuzberg,Friedrichshain,2098,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),17,3,4,3,2,2,1,2,1,1,22499.951
"Tiergarten (Tiergarten), Berlin",64.0,2.0,"['Einbauküche', 'Aufzug']",730000.0,13.37171,52.5196,2.8850503956318314,Mitte,Mitte,2099,1,1,1,1,1,0,0,1,0,1,Mitte (nh),2,1,0,0,0,0,0,0,0,0,26571.36
"Wilmersdorf (Wilmersdorf), Berlin",65.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Gäste-WC', '+1']",520000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,2100,1,1,1,1,1,0,1,0,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,34031.629
"Lichterfelde (Steglitz), Berlin",80.0,2.0,"['Einbauküche', 'Garten']",300000.0,13.31894,52.43294,9.676902348933652,Steglitz - Zehlendorf,Lichterfelde,2101,1,1,1,1,1,0,0,0,0,1,other,1,0,1,0,1,0,0,0,0,0,26371.85
"Charlottenburg (Charlottenburg), Berlin",80.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",460000.0,13.29005,52.533,8.421262398856884,Charlottenburg-Wilm.,Charlottenburg-Nord,2102,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,0,30664.687
"Mitte (Mitte), Berlin",40.0,1.0,"['Einbauküche', 'Garten']",249000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2103,1,1,1,1,1,0,0,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,29345.111
"Tempelhof (Tempelhof), Berlin",109.0,4.0,"['Garten', 'Gäste-WC']",398500.0,13.389370000000001,52.465790000000005,4.233441237281597,Tempelhof - Schöneberg,Tempelhof,2104,1,1,1,1,1,0,0,0,0,1,other,6,0,0,0,0,1,0,3,0,0,35191.035
"Tempelhof (Tempelhof), Berlin",102.0,4.0,"['Garten', 'Gäste-WC']",382500.0,13.389370000000001,52.465790000000005,4.233441237281597,Tempelhof - Schöneberg,Tempelhof,2105,1,1,1,1,1,0,0,0,0,1,other,6,0,0,0,0,1,0,3,0,0,33723.091
"Berlichingenstraße 14, Tiergarten (Tiergarten), Berlin",72.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",375232.0,13.3628839,52.5096591,2.897118133878786,Mitte,Tiergarten,2106,1,1,1,1,1,0,1,0,0,1,Mitte,1,1,0,0,0,1,0,0,0,0,35459.109
"Köpenick (Köpenick), Berlin",101.0,3.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",327315.0,13.57474,52.44602,13.16441352320438,Treptow - Köpenick,Köpenick,2107,1,1,1,1,1,0,1,0,0,1,other,9,2,6,0,0,1,1,0,0,0,35029.46
"Moselstraße 5, Friedenau (Schöneberg), Berlin",120.0,4.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",660330.0,13.334610000000001,52.46906,6.0202904399887265,Tempelhof - Schöneberg,Friedenau,2108,1,1,1,1,1,0,1,0,0,1,other,13,3,5,0,0,1,2,3,1,0,41344.935
"Archenholdstraße 30, Friedrichsfelde (Lichtenberg), Berlin",54.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",267785.0,13.50317,52.50694,6.716642629103678,Lichtenberg,Friedrichsfelde,2109,1,1,1,1,1,0,1,0,0,1,Lichtenberg,3,0,0,2,2,1,0,4,1,0,26102.652
"Nordhauser Straße 17, Charlottenburg (Charlottenburg), Berlin",94.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",449000.0,13.30556,52.52478000000001,7.107216229501959,Charlottenburg-Wilm.,Charlottenburg,2110,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),5,2,1,1,0,2,0,3,0,0,32428.524
"Merseburger Straße 4, Schöneberg (Schöneberg), Berlin",34.0,1.0,"['Provisionsfrei*', 'Keller']",142140.0,13.35266,52.4877,3.869364575718332,Tempelhof - Schöneberg,Schöneberg,2111,1,1,1,1,1,0,0,0,0,1,Schöneberg (nh),20,2,2,2,1,0,2,1,1,1,19818.93
"Merseburger Straße 4, Schöneberg (Schöneberg), Berlin",75.0,3.0,"['Provisionsfrei*', 'Einbauküche', 'Keller']",318562.0,13.35266,52.4877,3.869364575718332,Tempelhof - Schöneberg,Schöneberg,2112,1,1,1,1,1,0,0,0,0,1,Schöneberg (nh),20,2,2,2,1,0,2,1,1,1,30935.29
"Berlichingenstraße 14, Tiergarten (Tiergarten), Berlin",94.0,3.5,"['Provisionsfrei*', 'Keller']",227064.0,13.3628839,52.5096591,2.897118133878786,Mitte,Tiergarten,2113,1,1,1,1,1,0,0,0,0,1,Mitte,1,1,0,0,0,1,0,0,0,0,40084.931
"Schlangenbader Straße 95, Wilmersdorf (Wilmersdorf), Berlin",119.0,4.0,"['Provisionsfrei*', 'Gäste-WC']",276000.0,13.30851,52.47679,7.0923530960218635,Charlottenburg-Wilm.,Wilmersdorf,2114,1,1,1,1,1,0,0,0,0,1,Wilmersdorf (nh),3,0,0,0,0,0,0,3,0,1,35939.619
"Schlangenbader Straße 95, Wilmersdorf (Wilmersdorf), Berlin",119.0,4.0,"['Provisionsfrei*', 'Gäste-WC']",277000.0,13.30851,52.47679,7.0923530960218635,Charlottenburg-Wilm.,Wilmersdorf,2115,1,1,1,1,1,0,0,0,0,1,Wilmersdorf (nh),3,0,0,0,0,0,0,3,0,1,35939.619
"Pottensteiner Weg 28, Kladow (Spandau), Berlin",53.0,2.0,['Provisionsfrei*'],192000.0,13.11735,52.450990000000004,20.26104482761985,Spandau,Kladow,2116,1,1,1,1,1,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,23049.868
"Eisenacher Straße 18, Schöneberg (Schöneberg), Berlin",36.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",279000.0,13.349479999999998,52.49573,3.7841872554286082,Tempelhof - Schöneberg,Schöneberg,2117,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),31,15,9,4,1,3,2,0,1,0,21652.455
"Reinickendorf (Reinickendorf), Berlin",78.0,3.0,['Provisionsfrei*'],300000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2118,1,1,1,1,1,0,0,0,0,1,other,2,0,0,0,2,1,0,1,0,0,26877.088
"Reinickendorf (Reinickendorf), Berlin",78.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse']",235000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2119,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,32637.869
"Reinickendorf (Reinickendorf), Berlin",79.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",255000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2120,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,32998.954
"Reinickendorf (Reinickendorf), Berlin",64.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",185000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2121,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,23453.384
"Reinickendorf (Reinickendorf), Berlin",67.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",215000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2122,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,29309.143
"Reinickendorf (Reinickendorf), Berlin",68.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",269000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2123,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,30357.835
"Reinickendorf (Reinickendorf), Berlin",70.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse']",199000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2124,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,30689.415
"Reinickendorf (Reinickendorf), Berlin",79.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",279000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2125,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,32998.954
"Reinickendorf (Reinickendorf), Berlin",58.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse']",240000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,2126,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,23145.127
"Wilmersdorf (Wilmersdorf), Berlin",92.0,4.0,['Aufzug'],529000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,2127,1,1,1,1,1,0,0,1,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,36730.634
"Wilmersdorf (Wilmersdorf), Berlin",110.0,4.0,['Aufzug'],839000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,2128,1,1,1,1,1,0,0,1,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,40401.337
"Wilmersdorf (Wilmersdorf), Berlin",88.0,4.0,['Aufzug'],629000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,2129,1,1,1,1,1,0,0,1,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,37199.342
"Lichterfelde (Steglitz), Berlin",106.0,3.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",520000.0,13.31894,52.43294,9.676902348933652,Steglitz - Zehlendorf,Lichterfelde,2130,1,1,1,1,1,0,1,0,0,1,other,1,0,1,0,1,0,0,0,0,0,44124.306
"Schöneberg (Schöneberg), Berlin",25.0,1.0,"['Balkon/Terrasse', 'Aufzug']",125000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,2131,1,1,1,1,1,0,1,1,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,22745.826
"Niederschönhausen (Pankow), Berlin",83.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",259000.0,13.40363,52.58266,8.88233835546317,Pankow,Niederschönhausen,2132,1,1,1,1,1,0,1,0,0,1,other,4,0,1,0,0,0,0,1,0,0,35314.675
"Niederschönhausen (Pankow), Berlin",83.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",255000.0,13.40363,52.58266,8.88233835546317,Pankow,Niederschönhausen,2133,1,1,1,1,1,0,1,0,0,1,other,4,0,1,0,0,0,0,1,0,0,35314.675
"Niederschönhausen (Pankow), Berlin",166.0,6.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",499000.0,13.40363,52.58266,8.88233835546317,Pankow,Niederschönhausen,2134,1,1,1,1,1,0,1,0,0,1,other,4,0,1,0,0,0,0,1,0,0,54327.135
"Wilmersdorf (Wilmersdorf), Berlin",64.0,2.5,['Einbauküche'],275000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,2135,1,1,1,1,1,0,0,0,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,28277.873
"Friedrichshain (Friedrichshain), Berlin",53.0,2.0,"['Balkon/Terrasse', 'Keller']",295000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,2136,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,28579.667
"Niederschönhausen (Pankow), Berlin",53.0,2.0,"['Einbauküche', 'Keller', 'Aufzug']",245000.0,13.40363,52.58266,8.88233835546317,Pankow,Niederschönhausen,2137,1,1,1,1,1,0,0,1,0,1,other,4,0,1,0,0,0,0,1,0,0,25277.074
"Niederschönhausen (Pankow), Berlin",53.0,2.0,"['Einbauküche', 'Keller', 'Aufzug']",265000.0,13.40363,52.58266,8.88233835546317,Pankow,Niederschönhausen,2138,1,1,1,1,1,0,0,1,0,1,other,4,0,1,0,0,0,0,1,0,0,25277.074
"Prenzlauer Berg (Prenzlauer Berg), Berlin",45.0,1.0,['Einbauküche'],225000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,2139,1,1,1,1,1,0,0,0,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,28575.452
"Heinersdorf (Weißensee), Berlin",65.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",199000.0,13.4318,52.55478000000001,6.076732032832337,Pankow,Weißensee,2140,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,0,0,2,0,0,30910.0
"Schöneberg (Schöneberg), Berlin",40.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",260000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,2141,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,23459.285
"Britz (Neukölln), Berlin",163.0,6.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",598000.0,13.45149,52.46425,5.350093073122617,Neukölln,Neukölln,2142,1,1,1,1,1,0,1,0,0,1,Neukölln (nh),2,0,0,0,0,0,0,0,0,0,60051.386
"Mitte (Mitte), Berlin",60.0,2.0,"['Einbauküche', 'Keller', 'Aufzug']",720000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2143,1,1,1,1,1,0,0,1,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,30608.768
"Tiergarten (Tiergarten), Berlin",107.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",798000.0,13.37171,52.5196,2.8850503956318314,Mitte,Mitte,2144,1,1,1,1,1,0,1,0,0,1,Mitte (nh),2,1,0,0,0,0,0,0,0,0,42944.668
"Schöneweider Straße 17, Neukölln (Neukölln), Berlin",83.0,3.0,"['Provisionsfrei*', 'Keller']",489000.0,13.44495,52.472,4.397560913539964,Neukölln,Neukölln,2145,1,1,1,1,1,0,0,0,0,1,Neukölln (nh),13,10,2,0,2,0,2,2,0,0,33056.278
"Mitte (Mitte), Berlin",69.0,3.0,"['Einbauküche', 'Aufzug']",339000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2146,1,1,1,1,1,0,0,1,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,37081.884
"Im Erpelgrund 43, Heiligensee (Reinickendorf), Berlin",36.0,1.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",129000.0,13.236939999999999,52.60723,16.208467742293053,Reinickendorf,Heiligensee,2147,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,0,23768.666
"Friedrichshain (Friedrichshain), Berlin",83.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",425000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,2148,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,33928.783
"Friedrichshain (Friedrichshain), Berlin",95.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",650000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,2149,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,35485.804
"Mitte (Mitte), Berlin",98.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",625000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2150,1,1,1,1,1,0,1,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,39370.348
"Friedrichshain (Friedrichshain), Berlin",74.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug', '+1']",498000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,2151,1,1,1,1,1,0,1,1,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,32936.572
"Kreuzberg (Kreuzberg), Berlin",73.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",595000.0,13.38085,52.489740000000005,2.1435323055477253,Friedrichshain-Kreuzberg,Kreuzberg,2152,1,1,1,1,1,0,1,1,0,1,Kreuzberg (nh),11,10,9,0,1,1,1,3,0,0,37342.371
"Kreuzberg (Kreuzberg), Berlin",90.0,3.0,"['Balkon/Terrasse', 'Keller']",625000.0,13.38085,52.489740000000005,2.1435323055477253,Friedrichshain-Kreuzberg,Kreuzberg,2153,1,1,1,1,1,0,1,0,0,1,Kreuzberg (nh),11,10,9,0,1,1,1,3,0,0,37427.795
"Mitte (Mitte), Berlin",65.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",480000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2154,1,1,1,1,1,0,1,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,37086.099
"Mitte (Mitte), Berlin",57.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",410000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2155,1,1,1,1,1,0,1,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,30744.772
"Beymestr. 1, Steglitz (Steglitz), Berlin",58.0,2.0,"['Einbauküche', 'Keller']",197500.0,13.330070000000001,52.45137,7.606874549929796,Steglitz - Zehlendorf,Steglitz,2156,1,1,1,1,1,0,0,0,0,1,other,1,0,0,0,0,0,0,3,0,1,18946.706
"Erwin-Bock-Str. 3, Köpenick (Köpenick), Berlin",56.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",124500.0,13.597389999999999,52.439319999999995,14.868987067923033,Treptow - Köpenick,Köpenick,2157,1,1,1,1,1,0,1,1,0,1,other,0,0,1,0,0,0,0,0,0,0,26545.789
"Mitte (Mitte), Berlin",56.0,2.0,"['Einbauküche', 'Keller', 'Aufzug']",690000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,2158,1,1,1,1,1,0,0,1,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,30868.412
"Tiergarten (Tiergarten), Berlin",117.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",895000.0,13.37171,52.5196,2.8850503956318314,Mitte,Mitte,2159,1,1,1,1,1,0,1,0,0,1,Mitte (nh),2,1,0,0,0,0,0,0,0,0,43578.323
"Schöneberg (Schöneberg), Berlin",120.0,4.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",838000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,2160,1,1,1,1,1,0,1,1,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,38022.953
"Schöneberg (Schöneberg), Berlin",73.0,3.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",439000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,2161,1,1,1,1,1,0,1,1,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,39106.208
"Schöneberg (Schöneberg), Berlin",53.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",267000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,2162,1,1,1,1,1,0,1,1,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,24050.79
"Prenzlauer Berg (Prenzlauer Berg), Berlin",64.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",460000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,2163,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,27897.118
"Prenzlauer Berg (Prenzlauer Berg), Berlin",110.0,3.0,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+1']",849000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,2164,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,39680.01
"Köpenick (Köpenick), Berlin",50.0,1.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",154870.0,13.57474,52.44602,13.16441352320438,Treptow - Köpenick,Köpenick,2165,1,1,1,1,1,0,1,0,0,1,other,9,2,6,0,0,1,1,0,0,0,28104.777
"Köpenick (Köpenick), Berlin",50.0,1.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",149708.0,13.57474,52.44602,13.16441352320438,Treptow - Köpenick,Köpenick,2166,1,1,1,1,1,0,1,0,0,1,other,9,2,6,0,0,1,1,0,0,0,28104.777
"Schöneberg (Schöneberg), Berlin",123.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",645000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,2167,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,37678.728
"Frohnau (Reinickendorf), Berlin",73.0,2.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",325000.0,13.3497,52.57546,8.881668544335291,Reinickendorf,Reinickendorf,2168,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,1,0,0,0,0,0,30876.561
"Am Rupenhorn 1a, Charlottenburg (Charlottenburg), Berlin",106.0,3.0,['Aufzug'],366666.0,13.300270000000001,52.52115,7.321907603878027,Charlottenburg-Wilm.,Charlottenburg,2169,1,1,1,1,1,0,0,1,0,1,Charlottenburg (nh),9,1,3,1,1,1,1,2,0,0,31077.476
