address,size,rooms,criteria,price,longitude,latitude,distance,district,neighborhood,id,host_identity_verified,instant_bookable,bed_type,private,luggage_dropoff,stairless,balcony,elevator,moderate,strict,loc,Restaurant,Bar,Café,Coffee Shop,Bakery,Hotel,Ice Cream Shop,Supermarket,Pizza Place,Pub,yearly_incomes_predicted
"Schöneberg (Schöneberg), Berlin",102.0,3.0,"['Balkon/Terrasse', 'Keller']",510000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,1559,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,36912.16
"Charlottenburg (Charlottenburg), Berlin",65.0,3.0,"['Balkon/Terrasse', 'Einbauküche']",364000.0,13.29005,52.533,8.421262398856884,Charlottenburg-Wilm.,Charlottenburg-Nord,1560,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,0,28690.943
"Friedrichshain (Friedrichshain), Berlin",77.0,3.0,['Balkon/Terrasse'],349000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,1561,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,31683.874
"Britz (Neukölln), Berlin",58.0,2.0,"['Balkon/Terrasse', 'Keller']",200000.0,13.45149,52.46425,5.350093073122617,Neukölln,Neukölln,1562,1,1,1,1,1,0,1,0,0,1,Neukölln (nh),2,0,0,0,0,0,0,0,0,0,21200.607
"Schöneberg (Schöneberg), Berlin",51.0,2.0,"['Balkon/Terrasse', 'Keller']",216000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,1563,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,24666.18
"Schöneberg (Schöneberg), Berlin",72.0,2.0,"['Balkon/Terrasse', 'Keller']",303000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,1564,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,38846.283
"Schöneberg (Schöneberg), Berlin",77.0,2.5,empty,479000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,1565,1,1,1,1,1,0,0,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,39639.546
"Schubartstr. 45, Wittenau (Reinickendorf), Berlin",105.0,3.0,"['Garten', 'Keller', 'Gäste-WC']",425000.0,13.30287,52.58384,11.321228324553358,Reinickendorf,Wittenau,1566,1,1,1,1,1,0,0,0,0,1,other,0,0,0,0,0,0,0,1,0,0,33783.787
"Ravenéstr. 7, Wedding (Wedding), Berlin",70.0,2.0,"['Balkon/Terrasse', 'Keller']",249000.0,13.372060000000001,52.54286999999999,4.958988312289289,Mitte,Wedding,1567,1,1,1,1,1,0,1,0,0,1,Wedding (nh),9,4,2,1,3,1,0,0,1,0,35302.03
"Steglitz (Steglitz), Berlin",94.0,3.0,"['Balkon/Terrasse', 'Keller']",449000.0,13.360610000000001,52.446769999999994,6.891505289666778,Steglitz - Zehlendorf,Steglitz,1568,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,1,0,0,1,0,0,34210.626
"Neukölln (Neukölln), Berlin",54.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",290000.0,13.455210000000001,52.46334,5.583804581679518,Neukölln,Neukölln,1569,1,1,1,1,1,0,1,1,0,1,Neukölln (nh),2,0,0,0,0,0,0,0,0,0,20833.902
"Schnackenburgstr. 7e, Friedenau (Schöneberg), Berlin",46.0,1.0,['Garten'],229000.0,13.33332,52.47458,5.731088884601643,Tempelhof - Schöneberg,Friedenau,1570,1,1,1,1,1,0,0,0,0,1,other,11,4,3,0,1,1,1,3,0,0,23997.681
"Spandau (Spandau), Berlin",48.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",135000.0,13.20217,52.53487,14.1258818744206,Spandau,Spandau,1571,1,1,1,1,1,0,1,0,0,1,other,8,0,2,0,1,2,2,0,0,2,28650.479
"Friedrichshain (Friedrichshain), Berlin",97.0,3.0,empty,389000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,1572,1,1,1,1,1,0,0,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,32909.877
"Spandau (Spandau), Berlin",66.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",170000.0,13.20217,52.53487,14.1258818744206,Spandau,Spandau,1573,1,1,1,1,1,0,1,0,0,1,other,8,0,2,0,1,2,2,0,0,2,34290.149
"Seeburger Straße 5, Spandau (Spandau), Berlin",58.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",169000.0,13.193629999999999,52.52895,14.540728451903785,Spandau,Wilhelmstadt,1574,1,1,1,1,1,0,1,0,0,1,other,2,0,1,0,0,0,1,1,3,0,23337.612
"Rosenthal (Pankow), Berlin",70.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",222000.0,13.377770000000002,52.59978,10.932622356739325,Pankow,Rosenthal,1575,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,0,1,0,1,0,0,29870.862
"Corinthstraße 53, Friedrichshain (Friedrichshain), Berlin",90.0,3.0,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",529000.0,13.464,52.499359999999996,4.0676859814394835,Friedrichshain-Kreuzberg,Friedrichshain,1576,1,1,1,1,1,0,1,0,0,1,Friedrichshain (nh),1,2,0,0,0,0,0,1,0,0,36723.609
"Corinthstraße 53, Friedrichshain (Friedrichshain), Berlin",48.0,2.0,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",255000.0,13.464,52.499359999999996,4.0676859814394835,Friedrichshain-Kreuzberg,Friedrichshain,1577,1,1,1,1,1,0,1,0,0,1,Friedrichshain (nh),1,2,0,0,0,0,0,1,0,0,25292.529
"Müllerstraße 29, Lichterfelde (Steglitz), Berlin",74.0,2.0,empty,299000.0,13.30606,52.41623,11.696441504089524,Steglitz - Zehlendorf,Lichterfelde,1578,1,1,1,1,1,0,0,0,0,1,other,1,0,1,0,0,0,0,0,0,0,27206.139
"Rheingausstraße 19, Friedenau (Schöneberg), Berlin",82.0,3.0,['Balkon/Terrasse'],389000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,1579,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,33552.524
"Grunewaldstraße 14, Steglitz (Steglitz), Berlin",109.0,3.0,empty,499000.0,13.314739999999999,52.459309999999995,7.748690886175249,Steglitz - Zehlendorf,Steglitz,1580,1,1,1,1,1,0,0,0,0,1,other,7,0,0,1,1,0,1,2,0,1,32696.036
"Rheingausstraße 19, Friedenau (Schöneberg), Berlin",92.0,3.0,['Balkon/Terrasse'],449000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,1581,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,34105.532
"Prenzlauer Berg (Prenzlauer Berg), Berlin",90.0,3.0,empty,395000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,1582,1,1,1,1,1,0,0,0,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,36894.738
"Friedrichshain (Friedrichshain), Berlin",39.0,1.0,"['Einbauküche', 'Keller']",186000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,1583,1,1,1,1,1,0,0,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,21930.926
"Prenzlauer Berg (Prenzlauer Berg), Berlin",28.0,1.0,"['Einbauküche', 'Aufzug']",325000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,1584,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,24297.508
"Friedrichsfelde (Lichtenberg), Berlin",41.0,1.0,['Keller'],110000.0,13.29205,52.43884,10.403225963475998,Steglitz - Zehlendorf,Lichterfelde,1585,1,1,1,1,1,0,0,0,0,1,other,0,0,1,0,0,0,1,1,0,0,20729.651
"Gubener Straße 37, Friedrichshain (Friedrichshain), Berlin",57.0,2.0,['Keller'],276355.0,13.45009,52.5101,3.212744673712694,Friedrichshain-Kreuzberg,Friedrichshain,1586,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),18,7,5,5,1,0,2,1,1,1,30332.264
"Chodowieckistr. 39, Prenzlauer Berg (Prenzlauer Berg), Berlin",112.0,3.0,"['Keller', 'Aufzug']",450000.0,13.43053,52.536,4.101947123010159,Pankow,Prenzlauer Berg,1587,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),7,7,6,1,5,0,1,1,2,2,35601.014
"Chodowieckistr. 39, Prenzlauer Berg (Prenzlauer Berg), Berlin",39.0,1.0,"['Keller', 'Aufzug']",187000.0,13.43053,52.536,4.101947123010159,Pankow,Prenzlauer Berg,1588,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),7,7,6,1,5,0,1,1,2,2,21435.804
"Klixstr. 3, Schöneberg (Schöneberg), Berlin",148.0,4.5,empty,669000.0,13.350970000000002,52.48904,3.912175333578869,Tempelhof - Schöneberg,Schöneberg,1589,1,1,1,1,1,0,0,0,0,1,Schöneberg (nh),18,2,4,2,0,0,2,0,0,1,33599.451
"Mahlsdorf (Hellersdorf), Berlin",100.0,4.0,"['Balkon/Terrasse', 'Garten']",225500.0,13.62694,52.53014,15.37787455860119,Marzahn - Hellersdorf,Mahlsdorf,1590,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,2,0,0,33926.535
"Schöneberg (Schöneberg), Berlin",65.0,3.0,"['Balkon/Terrasse', 'Keller']",264000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,1591,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,32761.228
"Koburger Str. 14, Schöneberg (Schöneberg), Berlin",65.0,2.0,['Keller'],229000.0,13.346179999999999,52.4815,4.584043975767033,Tempelhof - Schöneberg,Schöneberg,1592,1,1,1,1,1,0,0,0,0,1,Schöneberg (nh),12,0,1,1,1,0,1,2,1,2,28413.315
"Wilmersdorf (Wilmersdorf), Berlin",35.0,1.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",175000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,1593,1,1,1,1,1,0,1,1,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,25549.644
"Tegel (Reinickendorf), Berlin",54.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",169000.0,13.3497,52.57546,8.881668544335291,Reinickendorf,Reinickendorf,1594,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,1,0,0,0,0,0,23558.197
"Gubener Straße 37, Friedrichshain (Friedrichshain), Berlin",60.0,2.0,['Keller'],365400.0,13.45009,52.5101,3.212744673712694,Friedrichshain-Kreuzberg,Friedrichshain,1595,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),18,7,5,5,1,0,2,1,1,1,30420.498
"Wolfshagener Str. 60, Pankow (Pankow), Berlin",131.0,4.0,empty,589000.0,13.40801,52.57189,7.68907965418462,Pankow,Pankow,1596,1,1,1,1,1,0,0,0,0,1,other,4,0,4,1,2,0,2,0,0,0,34584.918
"Hellersdorf (Hellersdorf), Berlin",74.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",229000.0,13.59534,52.53932,13.557494977234626,Marzahn - Hellersdorf,Hellersdorf,1597,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,3,0,0,33575.847
"Charlottenburg (Charlottenburg), Berlin",58.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",319000.0,13.29005,52.533,8.421262398856884,Charlottenburg-Wilm.,Charlottenburg-Nord,1598,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,0,23687.738
"Ossietzkystraße 9, Pankow (Pankow), Berlin",155.0,4.0,empty,699000.0,13.40823,52.57184,7.684040415174558,Pankow,Pankow,1599,1,1,1,1,1,0,0,0,0,1,other,4,0,4,1,2,0,2,0,0,0,25805.073
"Leibnizstraße 58, Charlottenburg (Charlottenburg), Berlin",192.0,3.5,"['Keller', 'Gäste-WC', 'Aufzug']",900000.0,13.313120000000001,52.502559999999995,6.162964703262174,Charlottenburg-Wilm.,Charlottenburg,1600,1,1,1,1,1,0,0,1,0,1,Charlottenburg (nh),36,2,2,1,4,2,0,0,0,1,38985.659
"Schöneberg (Schöneberg), Berlin",51.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",245000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,1601,1,1,1,1,1,0,1,1,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,24138.743
"Friedrichsfelde (Lichtenberg), Berlin",91.0,4.0,"['Provisionsfrei*', 'Einbauküche', 'Keller']",290000.0,13.29205,52.43884,10.403225963475998,Steglitz - Zehlendorf,Lichterfelde,1602,1,1,1,1,1,0,0,0,0,1,other,0,0,1,0,0,0,1,1,0,0,26473.01
"Friedrichsfelde (Lichtenberg), Berlin",65.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",245000.0,13.29205,52.43884,10.403225963475998,Steglitz - Zehlendorf,Lichterfelde,1603,1,1,1,1,1,0,1,0,0,1,other,0,0,1,0,0,0,1,1,0,0,31020.433
"Schöneberg (Schöneberg), Berlin",52.0,2.0,['Keller'],215000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,1604,1,1,1,1,1,0,0,0,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,23540.775
"Klixstr. 3, Schöneberg (Schöneberg), Berlin",62.0,2.0,empty,299000.0,13.350970000000002,52.48904,3.912175333578869,Tempelhof - Schöneberg,Schöneberg,1605,1,1,1,1,1,0,0,0,0,1,Schöneberg (nh),18,2,4,2,0,0,2,0,0,1,25157.368
"Rohrweihstr. 35a, Konradshöhe (Reinickendorf), Berlin",84.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",390000.0,13.2231,52.58948,15.583856986452329,Reinickendorf,Konradshöhe,1606,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,0,0,0,0,0,0,35713.414
"Wundtstr. 24, Charlottenburg (Charlottenburg), Berlin",62.0,2.0,['Einbauküche'],269000.0,13.29236,52.511230000000005,7.625464402938962,Charlottenburg-Wilm.,Charlottenburg,1607,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),16,0,6,1,1,1,3,2,1,0,26433.389
"Prenzlauer Berg (Prenzlauer Berg), Berlin",101.0,4.0,"['Balkon/Terrasse', 'Garten', 'Gäste-WC', '+1']",698970.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,1608,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,34851.025
"Kreuzberg (Kreuzberg), Berlin",41.0,1.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",259000.0,13.38085,52.489740000000005,2.1435323055477253,Friedrichshain-Kreuzberg,Kreuzberg,1609,1,1,1,1,1,0,1,0,0,1,Kreuzberg (nh),11,10,9,0,1,1,1,3,0,0,24353.427
"Wedding (Wedding), Berlin",60.0,2.0,['Keller'],240040.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1610,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23747.31
"Wedding (Wedding), Berlin",60.0,2.0,['Keller'],240040.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1611,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23747.31
"Wedding (Wedding), Berlin",50.0,2.0,['Keller'],203400.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1612,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23113.936
"Wedding (Wedding), Berlin",60.0,2.0,['Keller'],240040.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1613,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23747.31
"Wedding (Wedding), Berlin",60.0,2.0,['Keller'],240040.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1614,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23747.31
"Wedding (Wedding), Berlin",50.0,2.0,['Keller'],203400.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1615,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23113.936
"Wedding (Wedding), Berlin",60.0,2.0,['Keller'],240040.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1616,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23747.31
"Wedding (Wedding), Berlin",50.0,2.0,['Keller'],203400.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1617,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23113.936
"Wedding (Wedding), Berlin",50.0,2.0,['Keller'],203400.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1618,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,23113.936
"Wedding (Wedding), Berlin",91.0,3.0,"['Balkon/Terrasse', 'Keller']",365400.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1619,1,1,1,1,1,0,1,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,37213.392
"Wedding (Wedding), Berlin",127.0,4.0,"['Balkon/Terrasse', 'Keller']",508880.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1620,1,1,1,1,1,0,1,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,45540.827
"Wedding (Wedding), Berlin",127.0,4.0,"['Balkon/Terrasse', 'Keller']",508880.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1621,1,1,1,1,1,0,1,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,45540.827
"Wedding (Wedding), Berlin",127.0,4.0,"['Balkon/Terrasse', 'Keller']",508880.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1622,1,1,1,1,1,0,1,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,45540.827
"Wedding (Wedding), Berlin",129.0,5.0,['Keller'],519920.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1623,1,1,1,1,1,0,0,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,36651.392
"Wundtstr. 24, Charlottenburg (Charlottenburg), Berlin",167.0,5.0,empty,779000.0,13.29236,52.511230000000005,7.625464402938962,Charlottenburg-Wilm.,Charlottenburg,1624,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),16,0,6,1,1,1,3,2,1,0,32394.242
"Tiergarten (Tiergarten), Berlin",89.0,4.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",280000.0,13.37171,52.5196,2.8850503956318314,Mitte,Mitte,1625,1,1,1,1,1,0,1,1,0,1,Mitte (nh),2,1,0,0,0,0,0,0,0,0,40239.2
"Knorrpromenade 8, Friedrichshain (Friedrichshain), Berlin",49.0,2.0,empty,219000.0,13.462639999999999,52.50921999999999,4.021636642503832,Friedrichshain-Kreuzberg,Friedrichshain,1626,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),30,16,13,5,2,1,2,0,2,0,26435.356
"Stephanstr. 50, Tiergarten (Tiergarten), Berlin",65.0,2.0,empty,219000.0,13.35315,52.509280000000004,3.5279649244923728,Mitte,Tiergarten,1627,1,1,1,1,1,0,0,0,0,1,Mitte,4,2,1,1,0,4,0,0,0,0,32792.981
"Stephanstr. 50, Tiergarten (Tiergarten), Berlin",106.0,3.0,empty,359000.0,13.35315,52.509280000000004,3.5279649244923728,Mitte,Tiergarten,1628,1,1,1,1,1,0,0,0,0,1,Mitte,4,2,1,1,0,4,0,0,0,0,48889.504
"Stephanstr. 50, Tiergarten (Tiergarten), Berlin",102.0,3.0,empty,349000.0,13.35315,52.509280000000004,3.5279649244923728,Mitte,Tiergarten,1629,1,1,1,1,1,0,0,0,0,1,Mitte,4,2,1,1,0,4,0,0,0,0,42693.735
"Wundtstr. 24, Charlottenburg (Charlottenburg), Berlin",47.0,1.0,empty,229000.0,13.29236,52.511230000000005,7.625464402938962,Charlottenburg-Wilm.,Charlottenburg,1630,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),16,0,6,1,1,1,3,2,1,0,28495.648
"Niederschönhausen (Pankow), Berlin",59.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",238000.0,13.40363,52.58266,8.88233835546317,Pankow,Niederschönhausen,1631,1,1,1,1,1,0,1,0,0,1,other,4,0,1,0,0,0,0,1,0,0,25144.723
"Prenzlauer Berg (Prenzlauer Berg), Berlin",98.0,2.0,['Aufzug'],725000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,1632,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,36858.77
"Karolinenstr. 1d, Tegel (Reinickendorf), Berlin",64.0,2.0,['Balkon/Terrasse'],179000.0,13.28248,52.59188,12.878897370901187,Reinickendorf,Tegel,1633,1,1,1,1,1,0,1,0,0,1,other,7,1,3,0,0,0,4,2,1,0,26063.874
"Wundtstr. 24, Charlottenburg (Charlottenburg), Berlin",116.0,4.0,['Balkon/Terrasse'],489000.0,13.29236,52.511230000000005,7.625464402938962,Charlottenburg-Wilm.,Charlottenburg,1634,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),16,0,6,1,1,1,3,2,1,0,44552.831
"Wundtstr. 24, Charlottenburg (Charlottenburg), Berlin",47.0,1.0,empty,219000.0,13.29236,52.511230000000005,7.625464402938962,Charlottenburg-Wilm.,Charlottenburg,1635,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),16,0,6,1,1,1,3,2,1,0,28495.648
"Danneckerstr. 14, Friedrichshain (Friedrichshain), Berlin",128.0,4.0,['Keller'],499000.0,13.45399,52.502340000000004,3.3725379391727035,Friedrichshain-Kreuzberg,Friedrichshain,1636,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),3,3,0,0,0,1,0,0,0,1,41580.975
"Steglitz (Steglitz), Berlin",70.0,3.0,"['Balkon/Terrasse', 'Keller']",199586.0,13.360610000000001,52.446769999999994,6.891505289666778,Steglitz - Zehlendorf,Steglitz,1637,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,1,0,0,1,0,0,33441.529
"Wilmersdorf (Wilmersdorf), Berlin",68.0,2.0,"['Balkon/Terrasse', 'Keller']",279000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,1638,1,1,1,1,1,0,1,0,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,34709.401
"Britz (Neukölln), Berlin",42.0,1.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",135000.0,13.45149,52.46425,5.350093073122617,Neukölln,Neukölln,1639,1,1,1,1,1,0,1,0,0,1,Neukölln (nh),2,0,0,0,0,0,0,0,0,0,22063.277
"An den Achterhöfen 16, Buckow (Neukölln), Berlin",68.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",225500.0,13.43428,52.4211,9.308686109718264,Neukölln,Britz,1640,1,1,1,1,1,0,1,0,0,1,other,3,0,0,0,0,0,0,0,0,0,30737.185
"Wedding (Wedding), Berlin",91.0,3.0,"['Balkon/Terrasse', 'Keller']",365400.0,13.35474,52.547819999999994,6.022045084251214,Mitte,Wedding,1641,1,1,1,1,1,0,1,0,0,1,Wedding (nh),21,2,9,2,4,0,0,1,1,1,37213.392
"Niederschönhausen (Pankow), Berlin",59.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",238000.0,13.40363,52.58266,8.88233835546317,Pankow,Niederschönhausen,1642,1,1,1,1,1,0,1,0,0,1,other,4,0,1,0,0,0,0,1,0,0,25144.723
"Mariendorf (Tempelhof), Berlin",58.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",180000.0,13.38449,52.45321,5.670795687244934,Tempelhof - Schöneberg,Mariendorf,1643,1,1,1,1,1,0,1,0,0,1,other,6,1,2,0,0,0,0,2,0,0,22866.094
"Mahlsdorf (Hellersdorf), Berlin",107.0,4.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",390000.0,13.62694,52.53014,15.37787455860119,Marzahn - Hellersdorf,Mahlsdorf,1644,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,2,0,0,41337.067
"Wilmersdorf (Wilmersdorf), Berlin",66.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",255000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,1645,1,1,1,1,1,0,1,0,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,34628.192
"Wilmersdorf (Wilmersdorf), Berlin",158.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC', '+1']",765000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,1646,1,1,1,1,1,0,1,0,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,41301.942
"Wilmersdorf (Wilmersdorf), Berlin",59.0,2.5,"['Einbauküche', 'Keller']",285000.0,13.3311,52.48665,5.261911009021363,Charlottenburg-Wilm.,Wilmersdorf,1647,1,1,1,1,1,0,0,0,0,1,Wilmersdorf (nh),10,0,0,1,4,3,0,3,0,0,27453.981
"Schmargendorf (Wilmersdorf), Berlin",73.0,2.0,"['Einbauküche', 'Garten', 'Keller']",315000.0,13.30825,52.48276,6.864973306790222,Charlottenburg-Wilm.,Schmargendorf,1648,1,1,1,1,1,0,0,0,0,1,other,1,0,0,0,0,1,0,1,0,1,29640.442
"Prenzlauer Berg (Prenzlauer Berg), Berlin",82.0,2.0,['Aufzug'],650000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,1649,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,37409.811
"Charlottenburg (Charlottenburg), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",221000.0,13.29005,52.533,8.421262398856884,Charlottenburg-Wilm.,Charlottenburg-Nord,1650,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,0,23553.139
"Charlottenburg (Charlottenburg), Berlin",63.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",260000.0,13.29005,52.533,8.421262398856884,Charlottenburg-Wilm.,Charlottenburg-Nord,1651,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,0,23822.618
