address,area,rooms,criteria,price
"Stephanstraße 19, Tiergarten (Tiergarten), Berlin","107,7 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",323.100 €
"Okerstraße 12, Neukölln (Neukölln), Berlin","50,08 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",250.400 €
"Bruno-Bauer-Straße 16, Neukölln (Neukölln), Berlin","54,63 m²",2 Zi.2,['Provisionsfrei*'],262.224 €
"Bruno-Bauer-Straße 16, Neukölln (Neukölln), Berlin","66,17 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",301.074 €
"Leinestraße 51, Neukölln (Neukölln), Berlin","35,93 m²",1 Zi.1,"['Provisionsfrei*', 'Einbauküche']",176.057 €
"Graefestraße 9, Kreuzberg (Kreuzberg), Berlin","75,37 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",327.860 €
"Weserstraße 15, Neukölln (Neukölln), Berlin","97,33 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",481.000 €
"Stephanstraße 11, Tiergarten (Tiergarten), Berlin","57,29 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",272.128 €
"Stephanstraße 11, Tiergarten (Tiergarten), Berlin","40,78 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",193.705 €
"Moselstraße 5, Friedenau (Schöneberg), Berlin","103,22 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",490.295 €
"Stuttgarter Straße 60, Neukölln (Neukölln), Berlin","99,8 m²",3 Zi.3,['Provisionsfrei*'],334.330 €
"Innstraße 35, Neukölln (Neukölln), Berlin","111,4 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",389.900 €
"Kreuzberg (Kreuzberg), Berlin",137 m²,5 Zi.5,['Balkon/Terrasse'],1.301.500 €
"Paulstraße 23 / Flemingstraße 9, Tiergarten (Tiergarten), Berlin",93 m²,3 Zi.3,,446.400 €
"Friedrichshain (Friedrichshain), Berlin","75,65 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",337.000 €
"Schmargendorf (Wilmersdorf), Berlin",80 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",550.000 €
"Schöneberg (Schöneberg), Berlin",130 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche']",750.000 €
"Kreuzberg (Kreuzberg), Berlin",140 m²,4 Zi.4,['Balkon/Terrasse'],1.330.000 €
"Charlottenburg (Charlottenburg), Berlin",97 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche']",669.000 €
"Charlottenburg (Charlottenburg), Berlin",94 m²,2 Zi.2,['Einbauküche'],659.000 €
"Wilmersdorf (Wilmersdorf), Berlin",61 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",410.000 €
"Sredzkistraße 000, Prenzlauer Berg (Prenzlauer Berg), Berlin",56 m²,1 Zi.1,"['Balkon/Terrasse', 'Keller']",305.000 €
"Kreuzberg (Kreuzberg), Berlin","63,66 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",249.000 €
"Lichtenrade (Tempelhof), Berlin",73 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",250.000 €
"Kreuzberg (Kreuzberg), Berlin",47 m²,1 Zi.1,,329.000 €
"Charlottenburg (Charlottenburg), Berlin",108 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller']",695.000 €
"Kreuzberg (Kreuzberg), Berlin",100 m²,3 Zi.3,['Balkon/Terrasse'],1.028.000 €
"Grunewald (Wilmersdorf), Berlin",32 m²,1 Zi.1,"['Balkon/Terrasse', 'Keller']",219.000 €
"Neukölln (Neukölln), Berlin","70,71 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",175.000 €
"Tiergarten (Tiergarten), Berlin",63 m²,2 Zi.2,,289.000 €
"Kreuzberg (Kreuzberg), Berlin",129 m²,4 Zi.4,['Balkon/Terrasse'],903.000 €
"Buckow (Neukölln), Berlin","60,4 m²",2 Zi.2,,195.000 €
"Friedrichshain (Friedrichshain), Berlin",62 m²,2 Zi.2,"['Keller', 'Aufzug']",370.000 €
"Tiergarten (Tiergarten), Berlin","91,57 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",389.000 €
"Kreuzberg (Kreuzberg), Berlin",38 m²,2 Zi.2,,326.800 €
"Alt-Moabit 73, Tiergarten (Tiergarten), Berlin","63,1 m²",2 Zi.2,['Balkon/Terrasse'],259.000 €
"Alt-Moabit 73a, Tiergarten (Tiergarten), Berlin","44,7 m²",2 Zi.2,,199.000 €
"Siemensstraße 9, Oberschöneweide (Köpenick), Berlin","53,71 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche']",231.000 €
"Nymphenburger Straße 3, Schöneberg (Schöneberg), Berlin",253 m²,5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+4']",1.500.000 €
"Kniephofstraße 52, Steglitz (Steglitz), Berlin",37 m²,1 Zi.1,,179.000 €
"Tiergarten (Tiergarten), Berlin","65,26 m²",2 Zi.2,,219.000 €
"Tiergarten (Tiergarten), Berlin","106,47 m²",3 Zi.3,,359.000 €
"Charlottenburg (Charlottenburg), Berlin",94 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",595.000 €
"Schmargendorf (Wilmersdorf), Berlin","124,98 m²",5 Zi.5,['Provisionsfrei*'],442.000 €
"Schmargendorf (Wilmersdorf), Berlin","125,06 m²",5 Zi.5,['Provisionsfrei*'],442.000 €
"Schmargendorf (Wilmersdorf), Berlin","74,37 m²",2 Zi.2,['Provisionsfrei*'],238.000 €
"Schmargendorf (Wilmersdorf), Berlin","82,72 m²",3 Zi.3,['Provisionsfrei*'],297.000 €
"Schmargendorf (Wilmersdorf), Berlin","75,59 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+3']",246.000 €
"Dahlem (Zehlendorf), Berlin",126 m²,4 Zi.4,"['Balkon/Terrasse', 'Gäste-WC']",780.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","74,71 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",420.000 €
"Spandau (Spandau), Berlin",52 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",140.000 €
"Friedrichshain (Friedrichshain), Berlin",33 m²,1 Zi.1,"['Provisionsfrei*', 'Einbauküche', 'Garten', '+2']",225.000 €
"Schöneberg (Schöneberg), Berlin",162 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+4']",1.286.000 €
"Spandau (Spandau), Berlin","66,14 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",248.000 €
"Mariendorfer Weg 38a, Neukölln (Neukölln), Berlin","84,91 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",400.000 €
"Mollwitzstraße 11, Charlottenburg (Charlottenburg), Berlin",81 m²,2 Zi.2,"['Einbauküche', 'Garten', 'Keller', '+2']",520.000 €
"Mollwitzstraße 11, Charlottenburg (Charlottenburg), Berlin",121 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+3']",798.500 €
"Mollwitzstraße 11, Charlottenburg (Charlottenburg), Berlin",106 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",680.000 €
"Mollwitzstraße 11, Charlottenburg (Charlottenburg), Berlin",123 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",790.000 €
"Mollwitzstraße 11, Charlottenburg (Charlottenburg), Berlin",61 m²,2 Zi.2,"['Einbauküche', 'Garten', 'Keller', '+2']",392.000 €
"Mollwitzstraße 11, Charlottenburg (Charlottenburg), Berlin",131 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",845.000 €
"Dahlem (Zehlendorf), Berlin",110 m²,3 Zi.3,"['Einbauküche', 'Keller']",870.000 €
"Marienfelder Allee 199d, Marienfelde (Tempelhof), Berlin","41,07 m²",1 Zi.1,"['Einbauküche', 'Keller']",87.000 €
"Brandenburgische Straße 29, Steglitz (Steglitz), Berlin","59,76 m²",2 Zi.2,['Balkon/Terrasse'],290.000 €
"Brandenburgische Straße 29, Steglitz (Steglitz), Berlin","48,4 m²",2 Zi.2,,235.000 €
"Brandenburgische Straße 29, Steglitz (Steglitz), Berlin","27,5 m²",1 Zi.1,,163.500 €
"Brandenburgische Straße 30, Steglitz (Steglitz), Berlin","226,2 m²",6 Zi.6,,565.500 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",330 m²,6 Zi.6,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",2.350.000 €
"Niederschönhausen (Pankow), Berlin",140 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",570.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",51 m²,2 Zi.2,['Keller'],269.000 €
"Kastanienallee 71, Prenzlauer Berg (Prenzlauer Berg), Berlin","42,41 m²",1 Zi.1,"['Balkon/Terrasse', 'Aufzug']",265.000 €
"Aschaffenburgerstr. 23a, Wilmersdorf (Wilmersdorf), Berlin",140 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",980.000 €
"Kladow (Spandau), Berlin",94 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",550.000 €
"Bellevuestraße 1, Tiergarten (Tiergarten), Berlin",120 m²,2 Zi.2,"['Einbauküche', 'Keller', 'Gäste-WC', '+1']",860.000 €
"Spandau (Spandau), Berlin",42 m²,2 Zi.2,['Provisionsfrei*'],89.000 €
"Spandau (Spandau), Berlin",32 m²,1 Zi.1,,69.000 €
"Pankow (Pankow), Berlin","86,68 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",429.500 €
"Schöneberg (Schöneberg), Berlin",74 m²,"2,5 Zi.2,5","['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+1']",359.000 €
"Friedrichshain (Friedrichshain), Berlin","67,59 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",310.000 €
"Schöneberg (Schöneberg), Berlin",99 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",700.000 €
"Wilmersdorf (Wilmersdorf), Berlin","83,39 m²",3 Zi.3,"['Einbauküche', 'Gäste-WC']",365.000 €
"Wilmersdorf (Wilmersdorf), Berlin",48 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",204.000 €
"Angerburger Allee 5, Charlottenburg (Charlottenburg), Berlin","93,95 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",329.000 €
"Niederschönhausen (Pankow), Berlin","56,61 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",260.000 €
"Zehlendorf (Zehlendorf), Berlin",104 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",795.000 €
"Charlottenburg (Charlottenburg), Berlin","48,36 m²",2 Zi.2,,210.000 €
"Grünau (Köpenick), Berlin","71,62 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche']",295.800 €
"Grünau (Köpenick), Berlin","71,95 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche']",295.800 €
"Grünau (Köpenick), Berlin","115,36 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",421.064 €
"Grünau (Köpenick), Berlin","80,72 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",294.628 €
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin","225,25 m²",6 Zi.6,"['Balkon/Terrasse', 'Keller']",1.378.000 €
"Köpenick (Köpenick), Berlin",64 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",250.000 €
"Spener Str. 2, Tiergarten (Tiergarten), Berlin",135 m²,5 Zi.5,"['Provisionsfrei*', 'Einbauküche', 'Keller', '+1']",716.000 €
"Paulstraße 23 / Flemingstraße 9, Tiergarten (Tiergarten), Berlin",90 m²,3 Zi.3,,369.000 €
"Grünau (Köpenick), Berlin",98 m²,3 Zi.3,"['Einbauküche', 'Garten', 'Keller']",395.000 €
"Wilhelmsaue 132, Wilmersdorf (Wilmersdorf), Berlin","62,92 m²",2 Zi.2,"['Provisionsfrei*', 'Keller']",265.000 €
"Wilmersdorf (Wilmersdorf), Berlin",200 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.700.000 €
"Distelfinkweg 78, Buckow (Neukölln), Berlin","64,3 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",218.900 €
"Spandau (Spandau), Berlin",68 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller']",215.000 €
"Hermsdorf (Reinickendorf), Berlin",72 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",249.000 €
"Mitte (Mitte), Berlin",70 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",449.000 €
"Goethestraße 47 + 49, Weißensee (Weißensee), Berlin","87,23 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+3']",580.000 €
"Charlottenburg (Charlottenburg), Berlin",165 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.149.000 €
"Charlottenburg (Charlottenburg), Berlin","60,73 m²",2 Zi.2,,395.000 €
"Fregestraße 9, Friedenau (Schöneberg), Berlin","117,5 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller']",569.000 €
"Trelleborger Str. 58, Pankow (Pankow), Berlin","77,03 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug']",389.000 €
"Köpenick (Köpenick), Berlin",52 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",170.000 €
"Wilmersdorf (Wilmersdorf), Berlin",111 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",775.000 €
"Gaudystraße 11, Prenzlauer Berg (Prenzlauer Berg), Berlin",53 m²,1 Zi.1,"['Garten', 'Keller']",195.000 €
"Mitte (Mitte), Berlin",40 m²,1 Zi.1,"['Einbauküche', 'Garten']",225.000 €
"Germaniastr. 27a, Tempelhof (Tempelhof), Berlin","79,72 m²","2,5 Zi.2,5",['Balkon/Terrasse'],259.500 €
"Frankenstr. 6, Schöneberg (Schöneberg), Berlin",44 m²,1 Zi.1,['Keller'],175.000 €
"Tiergarten (Tiergarten), Berlin","91,96 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",449.000 €
"Simplonstraße 59, Friedrichshain (Friedrichshain), Berlin","51,37 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",318.000 €
"Erich-Weinert-Str.  9, Prenzlauer Berg (Prenzlauer Berg), Berlin",46 m²,1 Zi.1,"['Balkon/Terrasse', 'Keller']",140.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",165 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+4']",1.135.840 €
"Wilmersdorf (Wilmersdorf), Berlin","74,43 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",278.000 €
"Paulstraße 23 / Flemingstraße 9, Tiergarten (Tiergarten), Berlin",171 m²,6 Zi.6,['Aufzug'],735.300 €
"Paulstraße 23 / Flemingstraße 9, Tiergarten (Tiergarten), Berlin",92 m²,3 Zi.3,,441.600 €
"Anklamer Str 49, Mitte (Mitte), Berlin","79,36 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",499.000 €
"Steglitz (Steglitz), Berlin",42 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",160.000 €
"Kavalierstraße 19 B, Pankow (Pankow), Berlin",96 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller']",419.000 €
"Mitte (Mitte), Berlin","55,2 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",270.000 €
"Charlottenburg (Charlottenburg), Berlin",99 m²,3 Zi.3,['Balkon/Terrasse'],545.000 €
"Kreuzberg (Kreuzberg), Berlin","52,35 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",330.000 €
"Treptow (Treptow), Berlin",90 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",675.000 €
"Wilmersdorf (Wilmersdorf), Berlin",100 m²,3 Zi.3,,849.000 €
"Steglitz (Steglitz), Berlin","86,86 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche']",399.000 €
"Friedrichshain (Friedrichshain), Berlin",39 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",187.000 €
"Friedenau (Schöneberg), Berlin","54,5 m²",2 Zi.2,['Balkon/Terrasse'],269.000 €
"Schmargendorf (Wilmersdorf), Berlin","83,29 m²",3 Zi.3,['Provisionsfrei*'],292.000 €
"Wedding (Wedding), Berlin","45,1 m²","1,5 Zi.1,5","['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",168.200 €
"Körnerstraße 22, Tiergarten (Tiergarten), Berlin","30,25 m²",1 Zi.1,"['Balkon/Terrasse', 'Aufzug']","212.388,03 €"
"Körnerstraße 22, Tiergarten (Tiergarten), Berlin","52,89 m²",2 Zi.2,['Aufzug'],"366.155,88 €"
"Kavalierstraße 19 B, Pankow (Pankow), Berlin",141 m²,5 Zi.5,"['Balkon/Terrasse', 'Garten', 'Keller']",639.000 €
"Hausotterstraße 76A, Reinickendorf (Reinickendorf), Berlin","53,02 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",165.000 €
"Grunowstraße 15, Mahlsdorf (Hellersdorf), Berlin",118 m²,4 Zi.4,['Keller'],245.000 €
"Brigittenweg 13 a, Altglienicke (Treptow), Berlin","49,54 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",135.000 €
"Wilmersdorf (Wilmersdorf), Berlin",263 m²,6 Zi.6,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",2.965.000 €
"Dahlem (Zehlendorf), Berlin",243 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",1.495.000 €
"Schönhauser Allee 103, Prenzlauer Berg (Prenzlauer Berg), Berlin","66,72 m²",2 Zi.2,"['Provisionsfrei*', 'Aufzug']",390.000 €
"Taborstr. 15, Kreuzberg (Kreuzberg), Berlin","52,97 m²",2 Zi.2,['Provisionsfrei*'],290.000 €
"Friedrichshain (Friedrichshain), Berlin",82 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug']",479.000 €
"Wilmersdorf (Wilmersdorf), Berlin",96 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",810.000 €
"Lichtenrade (Tempelhof), Berlin","36,2 m²",1 Zi.1,"['Provisionsfrei*', 'Einbauküche', 'Garten', '+1']",109.000 €
"Adlershof (Treptow), Berlin","102,81 m²",3 Zi.3,,280.000 €
"Wernigeroder Str. 22, Charlottenburg (Charlottenburg), Berlin",33 m²,1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",129.000 €
"Ehrlichstraße 70, Karlshorst (Lichtenberg), Berlin","69,35 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",319.010 €
"Malplaquetstr. 42,43 / Nazarethkirchstr. 41, Wedding (Wedding), Berlin",546 m²,10 Zi.10,"['Balkon/Terrasse', 'Keller', 'Aufzug']",945.000 €
"Tiergarten (Tiergarten), Berlin",53 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",222.500 €
"Spandau (Spandau), Berlin","90,13 m²",3 Zi.3,['Keller'],259.000 €
"Schmargendorf (Wilmersdorf), Berlin",131 m²,5 Zi.5,['Aufzug'],1.200.000 €
"Lankwitz (Steglitz), Berlin",54 m²,2 Zi.2,,299.200 €
"Schmargendorf (Wilmersdorf), Berlin",68 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche']",399.000 €
"Schöneberg (Schöneberg), Berlin",54 m²,2 Zi.2,['Balkon/Terrasse'],259.500 €
"Schöneberg (Schöneberg), Berlin",38 m²,1 Zi.1,['Balkon/Terrasse'],188.000 €
"Charlottenburg (Charlottenburg), Berlin",94 m²,3 Zi.3,"['Balkon/Terrasse', 'Aufzug']",600.000 €
"Flinsberger Platz 3, Schmargendorf (Wilmersdorf), Berlin",65 m²,"2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",377.000 €
"Schwedter Strasse 254, Mitte (Mitte), Berlin","49,3 m²",2 Zi.2,"['Einbauküche', 'Keller']",215.000 €
"Kurfürstendamm 155, Wilmersdorf (Wilmersdorf), Berlin","55,19 m²","1,5 Zi.1,5",['Aufzug'],330.000 €
"Cotheniusstraße 12, Prenzlauer Berg (Prenzlauer Berg), Berlin",34 m²,2 Zi.2,"['Provisionsfrei*', 'Garten', 'Keller']",217.000 €
"Monumentenstr. 37, Schöneberg (Schöneberg), Berlin",35 m²,"1,5 Zi.1,5",['Keller'],195.000 €
"Weißensee (Weißensee), Berlin","258,13 m²",12 Zi.12,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",1.560.000 €
"Grunewald (Wilmersdorf), Berlin","192,84 m²",5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",3.500.000 €
"Steglitz (Steglitz), Berlin","58,91 m²",2 Zi.2,['Balkon/Terrasse'],165.000 €
"Charlottenburg (Charlottenburg), Berlin","133,7 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",1.175.000 €
"Tegel (Reinickendorf), Berlin","54,9 m²","1,5 Zi.1,5",,140.000 €
"Friedrichshain (Friedrichshain), Berlin",90 m²,3 Zi.3,['Einbauküche'],390.000 €
"Corinthstr. 28, Friedrichshain (Friedrichshain), Berlin","57,06 m²",2 Zi.2,,299.000 €
"Friedrichshain (Friedrichshain), Berlin","59,04 m²",2 Zi.2,['Keller'],299.000 €
"Friedrichshain (Friedrichshain), Berlin","55,63 m²",2 Zi.2,['Keller'],279.000 €
"Grunewald (Wilmersdorf), Berlin",75 m²,3 Zi.3,['Garten'],449.000 €
"Kreuzberg (Kreuzberg), Berlin",55 m²,1 Zi.1,"['Balkon/Terrasse', 'Keller']",293.000 €
"Schöneberg (Schöneberg), Berlin",161 m²,3 Zi.3,"['Balkon/Terrasse', 'Gäste-WC', 'Aufzug']",1.125.000 €
"Alt-Moabit 73, Tiergarten (Tiergarten), Berlin",58 m²,2 Zi.2,['Keller'],279.000 €
"Friedrichsruher Straße 11, Grunewald (Wilmersdorf), Berlin","84,65 m²",2 Zi.2,['Balkon/Terrasse'],330.000 €
"Tegel (Reinickendorf), Berlin",37 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",180.000 €
"Tiergarten (Tiergarten), Berlin","48,6 m²",2 Zi.2,['Provisionsfrei*'],259.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","48,62 m²",2 Zi.2,['Keller'],229.000 €
"Johanniterstraße 6, Kreuzberg (Kreuzberg), Berlin","63,85 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",272.000 €
"Johanniterstraße 6, Kreuzberg (Kreuzberg), Berlin","45,62 m²","1,5 Zi.1,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",238.000 €
"Johanniterstraße 6, Kreuzberg (Kreuzberg), Berlin","54,94 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",240.000 €
"Grunewaldstr. 8a, Spandau (Spandau), Berlin","68,19 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",218.208 €
"Friedrichshain (Friedrichshain), Berlin","35,93 m²",1 Zi.1,['Keller'],179.000 €
"Steglitz (Steglitz), Berlin","58,5 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",195.000 €
"Kniephofstraße 52, Steglitz (Steglitz), Berlin",76 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller']",379.000 €
"Bayerische Str. 27, Wilmersdorf (Wilmersdorf), Berlin","59,66 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",399.722 €
"Aachener Str. 35, Wilmersdorf (Wilmersdorf), Berlin","45,01 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",203.000 €
"Mittelheide 47 A, Köpenick (Köpenick), Berlin","104,96 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+5']",467.100 €
"Charlottenburg (Charlottenburg), Berlin","74,9 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",309.000 €
"Schönhauser Allee 169a, Prenzlauer Berg (Prenzlauer Berg), Berlin","168,72 m²",5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.300.000 €
"Grunewaldstrasse 60, Schöneberg (Schöneberg), Berlin",65 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",445.000 €
"Friedrichshain (Friedrichshain), Berlin","63,83 m²",2 Zi.2,['Keller'],335.000 €
"Tempelhof (Tempelhof), Berlin","53,5 m²","1,5 Zi.1,5",['Keller'],149.000 €
"Tempelhof (Tempelhof), Berlin","28,5 m²",1 Zi.1,['Keller'],81.000 €
"Wedding (Wedding), Berlin","96,1 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+2']",488.000 €
"Schöneberg (Schöneberg), Berlin",30 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",189.000 €
"Tiergarten (Tiergarten), Berlin",45 m²,1 Zi.1,"['Provisionsfrei*', 'Keller']",188.000 €
"Clayallee 18, Dahlem (Zehlendorf), Berlin","118,35 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",1.362.000 €
"Gubener Str. 50, Friedrichshain (Friedrichshain), Berlin","124,69 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",559.000 €
"Clayallee 18, Dahlem (Zehlendorf), Berlin","70,61 m²",2 Zi.2,"['Provisionsfrei*', 'Garten']",610.776 €
"Clayallee 18, Dahlem (Zehlendorf), Berlin","81,87 m²",2 Zi.2,"['Provisionsfrei*', 'Garten']",708.175 €
"Kreuzberg (Kreuzberg), Berlin",138 m²,4 Zi.4,,862.500 €
"Eldenaer Str. 30, Friedrichshain (Friedrichshain), Berlin","54,46 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",209.000 €
"Mariendorf (Tempelhof), Berlin",85 m²,"2,5 Zi.2,5",,259.000 €
"Kreuzberg (Kreuzberg), Berlin",69 m²,2 Zi.2,,431.250 €
