index,id,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,accommodates,bed_type,price,cleaning_fee,guests_included,extra_people,review_scores_rating,instant_bookable,cancellation_policy,moderate,strict,private,size,stairless,luggage_dropoff,balcony,elevator,distance,loc
351,347762,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.48836,13.39365,2,1,35,30,1,15,95.0,0,moderate,1,0,0,18,0,1,0,0,1.7544810511529427,Kreuzberg (nh)
356,355494,0,0,Heinersdorf,Pankow,52.580569999999994,13.445229999999999,6,1,55,0,3,15,88.0,0,moderate,1,0,1,50,0,1,0,0,9.084635932712718,other
357,357128,1,1,Schöneberg,Tempelhof - Schöneberg,52.49275,13.368829999999999,3,1,50,40,2,30,92.0,1,strict,0,1,0,20,0,1,1,0,2.6395290509931657,Schöneberg (nh)
359,361487,0,1,Mitte,Mitte,52.536640000000006,13.40145,2,1,36,40,2,0,96.0,0,strict,0,1,1,35,0,0,0,0,3.7695607647334435,Mitte (nh)
360,362076,0,1,Mitte,Mitte,52.521409999999996,13.40494,4,1,110,40,2,20,94.0,1,strict,0,1,1,70,1,1,1,1,2.0722196653646248,Mitte (nh)
363,363413,0,1,Prenzlauer Berg,Pankow,52.53586,13.421370000000001,2,1,56,10,1,34,99.0,0,moderate,1,0,0,60,0,0,1,0,3.8580456214271246,Prenzlauer Berg (nh)
364,363454,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.493230000000004,13.411829999999998,4,1,82,35,2,25,97.0,0,strict,0,1,1,45,0,0,0,0,1.1817536644476556,Kreuzberg (nh)
365,366094,0,0,Moabit,Mitte,52.53264,13.32707,4,1,33,0,2,7,91.0,0,strict,0,1,1,6,0,0,0,0,6.1838726054889355,Moabit (nh)
366,367182,0,0,Moabit,Mitte,52.5332,13.326279999999999,4,1,33,0,2,7,93.0,0,strict,0,1,1,6,0,0,0,0,6.262419493655439,Moabit (nh)
368,370561,0,1,Neukölln,Neukölln,52.475080000000005,13.448120000000001,2,1,60,25,1,20,94.0,1,moderate,1,0,1,40,0,1,0,0,4.282792201575666,Neukölln (nh)
369,380281,1,1,Pankow,Pankow,52.55996999999999,13.41787,2,1,40,20,1,15,95.0,0,strict,0,1,0,24,0,0,1,0,6.426414915443065,other
370,382008,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.51405,13.45346,4,1,25,40,1,21,95.0,0,moderate,1,0,0,90,0,0,0,0,3.5634845915616804,Friedrichshain (nh)
373,393598,0,1,Neukölln,Neukölln,52.48367,13.43881,2,1,67,0,2,10,97.0,0,strict,0,1,1,60,0,0,0,0,3.164690235487613,Neukölln (nh)
374,395063,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.5153,13.46364,1,1,33,20,1,10,99.0,0,strict,0,1,0,22,0,1,0,0,4.258744973831957,Friedrichshain (nh)
375,398011,0,1,Prenzlauer Berg,Pankow,52.53699,13.43935,3,1,65,35,2,7,93.0,0,strict,0,1,1,20,0,0,0,0,4.487329830072354,Prenzlauer Berg (nh)
376,398962,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49069,13.4233,2,0,80,50,1,10,97.0,0,strict,0,1,1,130,0,0,0,0,1.8666484738679376,Kreuzberg (nh)
380,400832,0,0,Steglitz,Steglitz - Zehlendorf,52.46055,13.30744,2,1,40,10,2,15,95.0,1,moderate,1,0,0,100,0,0,0,0,8.05973779534001,other
381,400898,0,1,Neukölln,Neukölln,52.479319999999994,13.41985,2,1,51,0,2,10,94.0,1,moderate,1,0,1,37,0,0,0,0,2.8163828200171923,Neukölln (nh)
384,408756,1,0,Prenzlauer Berg,Pankow,52.53876999999999,13.411179999999998,6,1,109,45,2,20,96.0,0,strict,0,1,1,82,0,0,0,0,4.029918688407026,Prenzlauer Berg (nh)
389,417143,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.48835,13.405779999999998,4,1,64,40,1,15,89.0,0,strict,0,1,1,35,0,1,0,0,1.6082426821275297,Kreuzberg (nh)
391,421236,0,1,Nikolassee,Steglitz - Zehlendorf,52.4351,13.21214,2,1,65,80,2,15,96.0,0,strict,0,1,1,56,0,0,0,0,15.028044733519678,other
392,425411,1,0,Mitte,Mitte,52.530519999999996,13.39003,4,1,70,30,2,50,96.0,1,strict,0,1,1,35,0,0,0,0,3.2295370885415604,Mitte (nh)
393,425487,1,0,Mitte,Mitte,52.529180000000004,13.388010000000001,5,1,85,40,2,10,94.0,1,strict,0,1,1,65,0,0,0,0,3.132599996879206,Mitte (nh)
394,427854,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.497969999999995,13.465860000000001,4,1,65,30,2,5,89.0,1,moderate,1,0,1,10,1,1,0,0,4.209951984138968,Friedrichshain (nh)
397,431652,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.51152,13.4662,2,1,51,0,1,15,98.0,0,strict,0,1,0,11,0,0,0,0,4.30922546784409,Friedrichshain (nh)
403,446975,1,0,Prenzlauer Berg,Pankow,52.54133,13.413,2,1,50,20,1,20,98.0,0,strict,0,1,1,34,0,0,0,0,4.328000690646495,Prenzlauer Berg (nh)
410,462459,0,1,Prenzlauer Berg,Pankow,52.53285,13.41973,2,1,70,60,2,0,95.0,0,strict,0,1,1,90,0,0,1,1,3.505480651046851,Prenzlauer Berg (nh)
411,463384,0,1,Prenzlauer Berg,Pankow,52.54073,13.416020000000001,4,1,68,38,2,24,96.0,1,moderate,1,0,1,85,0,0,0,0,4.295341349515341,Prenzlauer Berg (nh)
412,464324,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.48794,13.37504,2,1,44,0,1,30,99.0,0,moderate,1,0,0,120,0,0,0,0,2.571370552755395,Kreuzberg (nh)
413,466983,0,1,Prenzlauer Berg,Pankow,52.52986,13.410079999999999,2,1,34,35,1,12,92.0,1,strict,0,1,0,25,0,0,0,0,3.037602237010024,Prenzlauer Berg (nh)
414,467488,0,0,Charlottenburg,Charlottenburg-Wilm.,52.51458,13.29375,1,0,45,0,1,0,90.0,0,strict,0,1,0,100,0,1,0,0,7.58730887272601,Charlottenburg (nh)
417,473386,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.49952,13.336170000000001,6,1,95,50,1,10,91.0,0,strict,0,1,1,75,0,0,0,1,4.61713828111822,Wilmersdorf (nh)
418,475193,0,0,Mitte,Mitte,52.523309999999995,13.406020000000002,2,0,63,30,1,15,99.0,1,strict,0,1,0,120,0,1,0,0,2.286265276224883,Mitte (nh)
422,480624,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.513369999999995,13.47299,3,1,15,0,1,10,93.0,0,moderate,1,0,0,15,0,1,0,0,4.804208024577994,Friedrichshain (nh)
423,484506,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49592,13.424760000000001,2,1,58,0,1,0,97.0,0,moderate,1,0,1,100,0,0,0,0,1.5888659725824377,Kreuzberg (nh)
424,485726,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.49909,13.33641,4,1,53,40,1,10,90.0,0,strict,0,1,1,55,0,0,0,0,4.604979286949656,Wilmersdorf (nh)
425,488161,0,0,Neukölln,Neukölln,52.47967,13.42351,4,1,87,57,2,15,96.0,1,strict,0,1,1,42,0,0,0,0,2.8840957927424795,Neukölln (nh)
427,493072,1,1,Mitte,Mitte,52.52916999999999,13.40289,2,1,44,20,1,10,97.0,0,strict,0,1,0,15,0,1,0,0,2.9357162277988027,Mitte (nh)
428,493539,1,0,Mitte,Mitte,52.51736,13.415289999999999,2,1,125,0,2,25,96.0,0,moderate,1,0,1,45,0,1,0,0,1.7873742442668887,Mitte (nh)
432,499342,1,1,Mitte,Mitte,52.53569,13.37866,2,1,75,30,1,10,95.0,0,moderate,1,0,1,40,0,0,0,0,4.046068923896082,Mitte (nh)
433,499353,1,1,Mitte,Mitte,52.536919999999995,13.38,2,1,75,30,1,10,96.0,0,moderate,1,0,1,60,1,0,0,0,4.133465311943362,Mitte (nh)
440,509432,1,1,Prenzlauer Berg,Pankow,52.545019999999994,13.41874,2,1,35,20,1,15,96.0,0,strict,0,1,0,40,0,0,0,0,4.799201990859332,Prenzlauer Berg (nh)
444,512476,0,0,Tempelhof,Tempelhof - Schöneberg,52.45885,13.38725,4,1,60,30,2,16,92.0,1,moderate,1,0,1,45,0,0,1,0,5.017390896799651,other
448,519671,1,0,Prenzlauer Berg,Pankow,52.54861,13.406479999999998,3,1,59,45,2,10,90.0,0,moderate,1,0,1,31,0,0,0,0,5.098466284630941,Prenzlauer Berg (nh)
449,520538,0,1,Prenzlauer Berg,Pankow,52.543769999999995,13.41862,3,1,105,20,3,50,97.0,0,strict,0,1,1,70,0,1,0,1,4.661552516214862,Prenzlauer Berg (nh)
451,530315,1,0,Mitte,Mitte,52.51797,13.41944,4,1,89,40,1,0,96.0,1,strict,0,1,1,76,1,0,1,1,1.9801061877095123,Mitte (nh)
453,533155,0,1,Moabit,Mitte,52.52495,13.32959,6,1,90,30,3,15,95.0,1,flexible,0,0,0,50,0,0,0,0,5.616725672667523,Moabit (nh)
454,533523,1,1,Schöneberg,Tempelhof - Schöneberg,52.48114,13.360579999999999,3,1,64,29,1,18,97.0,0,moderate,1,0,1,45,0,0,0,0,3.8078457889394826,Schöneberg (nh)
455,533864,1,0,Mitte,Mitte,52.506069999999994,13.422310000000001,2,1,100,40,1,10,97.0,0,strict,0,1,1,50,1,0,0,1,1.2811387128648852,Mitte (nh)
458,537442,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.494519999999994,13.41194,4,1,80,70,1,20,92.0,0,strict,0,1,1,95,0,0,1,0,1.0584148048483848,Kreuzberg (nh)
464,542674,0,0,Schöneberg,Tempelhof - Schöneberg,52.49054,13.34963,2,1,40,15,1,15,97.0,0,moderate,1,0,0,14,0,0,0,0,3.9350300780682597,Schöneberg (nh)
468,550445,0,1,Wedding,Mitte,52.551269999999995,13.37895,2,1,39,0,1,0,98.0,0,strict,0,1,1,40,0,0,0,0,5.655342761022639,Wedding (nh)
479,566841,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.513740000000006,13.451839999999999,3,1,95,40,2,15,98.0,1,strict,0,1,1,45,1,0,1,1,3.4487431490542404,Friedrichshain (nh)
480,568307,1,0,Prenzlauer Berg,Pankow,52.54428000000001,13.415389999999999,2,0,33,15,1,15,94.0,0,strict,0,1,0,21,0,0,0,0,4.6766133965304855,Prenzlauer Berg (nh)
482,570153,1,1,Kladow,Spandau,52.478069999999995,13.126339999999999,4,1,49,20,2,5,97.0,0,moderate,1,0,0,49,0,1,0,0,19.01036095595441,other
487,573681,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49031,13.41995,1,1,39,40,1,0,96.0,0,strict,0,1,0,70,0,0,0,0,1.7503799572603316,Kreuzberg (nh)
493,578927,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.495369999999994,13.417029999999999,2,1,52,60,1,0,97.0,0,strict,0,1,1,40,0,0,0,0,1.1986334032226276,Kreuzberg (nh)
497,583916,1,0,Rudow,Neukölln,52.41493,13.478229999999998,2,1,50,0,1,0,83.0,0,strict,0,1,1,25,0,0,0,0,10.981926649164073,other
498,584012,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.50108,13.375210000000001,2,1,22,10,1,20,93.0,1,moderate,1,0,0,12,0,0,0,0,1.9693466235694919,Kreuzberg (nh)
499,584757,0,0,Prenzlauer Berg,Pankow,52.555640000000004,13.406889999999999,1,1,23,30,1,0,95.0,0,moderate,1,0,0,13,0,0,0,0,5.8806513569741785,Prenzlauer Berg (nh)
500,584963,0,0,Prenzlauer Berg,Pankow,52.53289,13.42249,4,1,123,50,1,0,97.0,0,strict,0,1,1,95,0,0,0,0,3.5701928380400414,Prenzlauer Berg (nh)
502,588011,0,1,Neukölln,Neukölln,52.49279,13.4269,2,1,100,100,2,30,97.0,0,strict,0,1,1,80,1,0,1,1,1.8977780397556534,Neukölln (nh)
503,588554,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.488609999999994,13.39451,2,1,50,30,1,15,97.0,0,strict,0,1,0,36,0,1,0,0,1.705957077290276,Kreuzberg (nh)
504,588556,0,1,Prenzlauer Berg,Pankow,52.53781,13.42695,3,1,33,10,1,16,90.0,0,moderate,1,0,0,22,0,0,0,0,4.18902040048304,Prenzlauer Berg (nh)
507,589293,1,1,Prenzlauer Berg,Pankow,52.5392,13.41685,2,1,44,50,1,0,98.0,0,strict,0,1,1,55,0,1,1,0,4.139600357108207,Prenzlauer Berg (nh)
508,590200,1,0,Rudow,Neukölln,52.4132,13.47822,2,1,60,0,2,10,94.0,0,strict,0,1,1,30,0,0,0,0,11.153124493660403,other
511,593269,1,1,Moabit,Mitte,52.53524,13.35631,6,1,65,25,2,24,97.0,0,strict,0,1,1,115,0,1,1,0,4.849156782069029,Moabit (nh)
518,598407,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.492819999999995,13.41261,4,1,98,30,2,10,95.0,0,moderate,1,0,1,100,0,1,0,0,1.246192505190358,Kreuzberg (nh)
519,598982,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.495709999999995,13.43431,2,1,120,50,2,20,97.0,0,strict,0,1,1,87,0,1,0,0,2.186470041379652,Kreuzberg (nh)
522,604068,0,0,Wedding,Mitte,52.545869999999994,13.348460000000001,4,1,80,20,3,5,100.0,0,moderate,1,0,1,104,0,0,0,0,6.096129115272489,Wedding (nh)
533,618049,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.50833000000001,13.456579999999999,2,1,36,25,2,0,92.0,0,strict,0,1,0,25,0,0,0,0,3.6005341482832147,Friedrichshain (nh)
540,626782,0,0,Mitte,Mitte,52.534980000000004,13.40521,5,1,100,40,5,10,97.0,0,moderate,1,0,1,10,0,0,0,1,3.5811731216235705,Mitte (nh)
541,629842,0,0,Charlottenburg,Charlottenburg-Wilm.,52.499469999999995,13.30286,2,1,66,25,2,30,91.0,0,strict,0,1,1,100,0,0,0,1,6.867497185890609,Charlottenburg (nh)
551,639988,1,1,Prenzlauer Berg,Pankow,52.54153,13.419120000000001,4,1,100,50,2,15,96.0,0,strict,0,1,1,54,0,0,0,0,4.425937167425926,Prenzlauer Berg (nh)
553,642955,1,1,Mitte,Mitte,52.52953,13.3959,3,1,89,33,2,30,97.0,0,strict,0,1,1,60,1,1,1,1,3.02665098759456,Mitte (nh)
562,656753,1,1,Weißensee,Pankow,52.55011999999999,13.46222,1,1,33,20,1,20,95.0,0,strict,0,1,0,12,0,0,1,0,6.5674694877753135,other
563,660996,1,0,Schöneberg,Tempelhof - Schöneberg,52.49861,13.3536,1,1,75,40,1,20,98.0,0,moderate,1,0,0,25,0,0,0,0,3.454355679855455,Schöneberg (nh)
564,661574,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49188,13.42087,2,1,35,23,1,15,97.0,0,strict,0,1,0,12,0,0,0,1,1.6574280158801606,Kreuzberg (nh)
565,661782,0,0,Hansaviertel,Mitte,52.514269999999996,13.33635,2,1,75,0,2,0,97.0,0,strict,0,1,1,40,0,0,0,1,4.764432627835013,Mitte
568,667849,0,1,Schöneberg,Tempelhof - Schöneberg,52.48517,13.35639,2,1,50,35,1,0,93.0,0,moderate,1,0,1,40,0,0,0,0,3.7812467320795595,Schöneberg (nh)
570,668962,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.4984,13.415,5,1,75,10,2,20,94.0,0,moderate,1,0,1,12,0,0,0,1,0.8801242433833949,Kreuzberg (nh)
571,669429,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49905,13.4158,2,1,35,10,1,10,96.0,0,moderate,1,0,0,90,0,0,0,1,0.8898089651917833,Kreuzberg (nh)
576,676548,0,0,Schöneberg,Tempelhof - Schöneberg,52.49315,13.35757,2,1,68,25,1,10,95.0,0,strict,0,1,0,90,0,0,0,0,3.3313475861262143,Schöneberg (nh)
579,681132,0,0,Moabit,Mitte,52.53055,13.3522,2,1,44,25,1,10,88.0,0,strict,0,1,1,55,0,0,0,0,4.679892801664668,Moabit (nh)
581,682423,0,1,Prenzlauer Berg,Pankow,52.529219999999995,13.43467,4,1,50,60,2,50,94.0,1,moderate,1,0,1,90,0,0,0,0,3.5920735712906513,Prenzlauer Berg (nh)
582,682637,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.488859999999995,13.394160000000001,4,1,78,15,2,11,100.0,0,moderate,1,0,1,80,0,0,0,0,1.6896774905423462,Kreuzberg (nh)
589,691366,0,0,Prenzlauer Berg,Pankow,52.55737,13.41019,2,1,59,30,1,35,98.0,0,moderate,1,0,1,20,0,0,0,0,6.083783793362736,Prenzlauer Berg (nh)
595,697887,1,1,Prenzlauer Berg,Pankow,52.54981,13.407020000000001,6,1,75,35,2,20,91.0,1,strict,0,1,1,80,0,1,0,0,5.233057803722034,Prenzlauer Berg (nh)
598,699827,0,0,Wedding,Mitte,52.54055,13.392270000000002,3,1,73,40,1,10,82.0,0,strict,0,1,1,30,0,0,0,0,4.276315556198778,Wedding (nh)
599,700806,0,0,Schöneberg,Tempelhof - Schöneberg,52.49168,13.368970000000001,2,1,45,15,1,20,98.0,1,strict,0,1,0,65,0,0,0,0,2.6835690497017186,Schöneberg (nh)
606,704098,0,0,Wedding,Mitte,52.55275,13.38667,2,1,36,0,1,6,95.0,1,strict,0,1,0,11,0,0,0,0,5.681133943360614,Wedding (nh)
609,705910,0,0,Wedding,Mitte,52.55275,13.38599,3,1,40,0,1,10,95.0,1,strict,0,1,0,23,0,0,0,0,5.690897592006894,Wedding (nh)
614,708929,1,1,Mitte,Mitte,52.51335,13.417279999999998,1,1,32,25,1,30,95.0,0,strict,0,1,0,26,0,1,0,1,1.4726347711589984,Mitte (nh)
615,709158,0,1,Pankow,Pankow,52.56341,13.42063,4,1,58,35,3,10,88.0,1,moderate,1,0,1,100,0,0,0,0,6.833071684717653,other
616,710616,0,0,Prenzlauer Berg,Pankow,52.539719999999996,13.41349,2,1,36,20,1,0,92.0,1,moderate,1,0,0,30,0,0,1,0,4.155666681082068,Prenzlauer Berg (nh)
618,714312,0,1,Gropiusstadt,Neukölln,52.43281999999999,13.45435,3,1,35,50,1,5,93.0,1,strict,0,1,1,160,0,0,0,1,8.489456488537042,other
619,714728,1,0,Lichtenberg,Lichtenberg,52.51283000000001,13.492029999999998,2,1,38,17,1,0,96.0,1,flexible,0,0,0,50,0,1,0,0,6.050397209722201,Lichtenberg
622,717871,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49664,13.44423,4,1,45,20,1,15,95.0,0,strict,0,1,0,28,0,0,0,0,2.7963570805547975,Kreuzberg (nh)
624,721768,0,0,Neukölln,Neukölln,52.48893,13.4267,2,1,65,0,1,15,94.0,0,flexible,0,0,0,50,0,0,0,0,2.167505730450428,Neukölln (nh)
625,722871,0,1,Prenzlauer Berg,Pankow,52.55112,13.42259,4,1,75,55,4,10,94.0,0,moderate,1,0,1,100,0,1,1,0,5.517720818394791,Prenzlauer Berg (nh)
634,728981,0,1,Prenzlauer Berg,Pankow,52.536669999999994,13.41811,2,1,53,50,1,0,98.0,1,strict,0,1,1,70,0,0,0,0,3.8846443714042143,Prenzlauer Berg (nh)
638,737374,0,1,Moabit,Mitte,52.525940000000006,13.349960000000001,2,0,49,30,2,0,91.0,1,flexible,0,0,1,30,1,0,0,0,4.482054711938141,Moabit (nh)
639,738921,0,0,Prenzlauer Berg,Pankow,52.530919999999995,13.41815,2,1,80,35,2,0,98.0,1,moderate,1,0,0,17,0,0,0,0,3.2688942050629386,Prenzlauer Berg (nh)
640,739363,1,0,Britz,Neukölln,52.44811,13.43834,2,1,62,35,1,0,96.0,0,moderate,1,0,1,60,0,1,0,0,6.50466473544162,other
641,742211,1,1,Schöneberg,Tempelhof - Schöneberg,52.49716,13.34055,2,1,120,100,1,0,97.0,0,strict,0,1,1,20,0,0,1,1,4.351626286880363,Schöneberg (nh)
645,749508,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49422,13.394879999999999,3,1,51,50,2,5,95.0,0,moderate,1,0,1,65,1,1,0,0,1.140816363063761,Kreuzberg (nh)
646,752358,0,1,Neukölln,Neukölln,52.479569999999995,13.44273,2,1,55,65,1,15,85.0,0,strict,0,1,1,34,0,0,0,0,3.671031987894071,Neukölln (nh)
648,753152,1,0,Prenzlauer Berg,Pankow,52.54838,13.40226,3,1,107,30,1,15,98.0,0,moderate,1,0,1,132,0,0,1,0,5.07214199091676,Prenzlauer Berg (nh)
650,753251,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.49899,13.313979999999999,2,1,29,0,1,23,96.0,0,flexible,0,0,0,20,0,0,0,0,6.119481571492392,Wilmersdorf (nh)
651,753525,1,1,Prenzlauer Berg,Pankow,52.54631,13.4048,2,1,70,80,2,0,93.0,0,strict,0,1,1,70,0,0,0,0,4.840509644522855,Prenzlauer Berg (nh)
653,761453,0,0,Moabit,Mitte,52.5349,13.34786,1,0,42,0,1,0,99.0,0,strict,0,1,0,100,0,1,0,0,5.222336495931171,Moabit (nh)
655,764511,1,1,Prenzlauer Berg,Pankow,52.54544,13.42596,4,1,92,55,2,25,94.0,1,moderate,1,0,1,47,0,1,0,0,4.967372587558825,Prenzlauer Berg (nh)
656,766188,0,0,Prenzlauer Berg,Pankow,52.53248000000001,13.41508,4,1,10,50,1,0,87.0,0,strict,0,1,1,96,0,0,0,0,3.383995984043093,Prenzlauer Berg (nh)
657,767279,0,1,Neukölln,Neukölln,52.47326999999999,13.423229999999998,4,1,63,30,2,25,83.0,0,strict,0,1,1,45,1,1,0,0,3.526029011302714,Neukölln (nh)
660,768418,1,1,Mitte,Mitte,52.53085,13.39581,2,1,60,40,1,10,97.0,0,strict,0,1,1,50,0,0,0,0,3.1720929027268743,Mitte (nh)
665,772627,1,0,Neukölln,Neukölln,52.477,13.44239,4,1,55,35,2,10,96.0,1,moderate,1,0,1,60,1,0,0,0,3.8618553257474497,Neukölln (nh)
666,772740,1,0,Neukölln,Neukölln,52.4703,13.43534,5,1,95,0,4,20,95.0,0,flexible,0,0,1,20,0,0,0,0,4.183100816896945,Neukölln (nh)
667,773066,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49528000000001,13.42815,2,1,50,70,1,0,95.0,0,strict,0,1,1,35,0,0,0,0,1.8249681053532105,Kreuzberg (nh)
672,781039,0,1,Neukölln,Neukölln,52.48089,13.443079999999998,2,1,50,65,1,15,87.0,0,strict,0,1,1,34,0,0,0,0,3.5867094662533607,Neukölln (nh)
674,782924,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.50238,13.426839999999999,4,1,75,70,1,10,91.0,0,flexible,0,0,1,57,0,0,0,1,1.5351156949835538,Kreuzberg (nh)
675,782997,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.50306,13.427229999999998,2,1,75,70,1,10,92.0,0,moderate,1,0,1,61,0,0,0,1,1.5611676814244175,Kreuzberg (nh)
677,784782,1,1,Tiergarten,Mitte,52.50755,13.345070000000002,2,1,45,20,2,20,99.0,0,strict,0,1,0,90,1,1,1,1,4.035096037371182,Mitte
681,789136,0,0,Neukölln,Neukölln,52.48625,13.42349,2,1,51,0,2,25,92.0,1,moderate,1,0,0,47,1,0,1,1,2.2559257395847827,Neukölln (nh)
685,794284,0,1,Prenzlauer Berg,Pankow,52.54684,13.41092,2,1,50,30,1,10,94.0,0,moderate,1,0,1,90,0,1,0,0,4.920491850337969,Prenzlauer Berg (nh)
688,799899,0,1,Wittenau,Reinickendorf,52.583819999999996,13.342939999999999,3,1,45,30,2,10,92.0,1,moderate,1,0,1,42,0,1,0,0,9.91703653173559,other
693,804949,0,1,Prenzlauer Berg,Pankow,52.553490000000004,13.40956,6,1,55,30,1,30,90.0,0,moderate,1,0,1,91,0,0,0,0,5.650479410867498,Prenzlauer Berg (nh)
697,813414,0,1,Prenzlauer Berg,Pankow,52.549130000000005,13.4075,2,1,35,50,1,10,100.0,0,strict,0,1,0,14,0,0,0,0,5.158813297759333,Prenzlauer Berg (nh)
698,814603,0,1,Prenzlauer Berg,Pankow,52.5516,13.40974,4,1,90,40,3,15,98.0,0,strict,0,1,1,20,0,0,0,0,5.441605777059986,Prenzlauer Berg (nh)
699,816485,0,0,Mitte,Mitte,52.53592,13.40546,2,1,45,50,1,50,100.0,0,flexible,0,0,0,35,0,0,0,0,3.6860386290796843,Mitte (nh)
700,816748,1,1,Neukölln,Neukölln,52.484880000000004,13.45001,4,1,62,50,2,20,96.0,1,strict,0,1,1,50,0,0,1,0,3.6868378942977564,Neukölln (nh)
702,817454,0,0,Prenzlauer Berg,Pankow,52.546769999999995,13.41375,6,1,95,25,3,18,90.0,1,strict,0,1,1,150,0,0,0,0,4.934222448220842,Prenzlauer Berg (nh)
704,819384,0,0,Neukölln,Neukölln,52.47331,13.4223,1,1,49,19,1,0,98.0,0,flexible,0,0,0,15,0,0,0,0,3.4993060602862216,Neukölln (nh)
706,819658,0,1,Prenzlauer Berg,Pankow,52.52825,13.42609,3,1,106,50,2,6,98.0,0,moderate,1,0,1,50,0,0,0,1,3.1970450683174456,Prenzlauer Berg (nh)
709,821270,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.49539,13.322820000000002,1,1,31,50,1,10,91.0,0,strict,0,1,1,32,0,0,0,0,5.567772135488454,Wilmersdorf (nh)
710,822091,1,1,Prenzlauer Berg,Pankow,52.53459,13.43165,4,1,69,38,1,10,94.0,0,strict,0,1,1,20,0,0,0,0,3.9960514152403666,Prenzlauer Berg (nh)
711,822917,0,0,Mitte,Mitte,52.52791,13.394179999999999,3,1,109,50,1,24,99.0,0,strict,0,1,1,42,0,1,0,0,2.874938185398231,Mitte (nh)
713,823209,0,1,Moabit,Mitte,52.52936999999999,13.33896,6,1,80,55,4,15,91.0,1,moderate,1,0,1,50,1,1,0,0,5.3115340775707836,Moabit (nh)
714,824657,0,1,Moabit,Mitte,52.52928000000001,13.33539,4,1,61,40,2,10,85.0,0,strict,0,1,1,37,0,0,0,0,5.508500983740053,Moabit (nh)
715,825987,0,0,Neukölln,Neukölln,52.4644,13.422970000000001,2,1,70,50,2,10,80.0,0,moderate,1,0,1,50,0,0,0,0,4.453503523569172,Neukölln (nh)
716,827752,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.5214,13.448939999999999,2,1,45,10,2,20,98.0,0,strict,0,1,1,40,0,1,0,0,3.6695892712300138,Friedrichshain (nh)
718,829409,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.487080000000006,13.42295,4,1,72,25,2,20,92.0,0,moderate,1,0,1,30,0,0,0,0,2.159656733459922,Kreuzberg (nh)
720,831334,0,1,Prenzlauer Berg,Pankow,52.55183,13.41223,4,1,65,20,2,20,89.0,0,moderate,1,0,1,87,0,0,0,0,5.4813057747502585,Prenzlauer Berg (nh)
722,833589,0,1,Wedding,Mitte,52.552640000000004,13.353520000000001,4,1,45,40,2,10,98.0,0,moderate,1,0,1,64,1,1,1,0,6.5175327333179975,Wedding (nh)
723,833737,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49098000000001,13.409429999999999,2,1,85,30,1,0,94.0,0,flexible,0,0,1,50,0,0,0,0,1.35956080420177,Kreuzberg (nh)
725,836938,0,1,Prenzlauer Berg,Pankow,52.53655,13.407979999999998,4,1,84,40,2,25,98.0,0,strict,0,1,1,50,0,0,0,0,3.7638962869276567,Prenzlauer Berg (nh)
727,837908,0,0,Mitte,Mitte,52.52543000000001,13.40881,2,1,69,0,1,0,90.0,0,moderate,1,0,0,75,0,0,0,0,2.538065345827878,Mitte (nh)
729,840890,0,1,Prenzlauer Berg,Pankow,52.5389,13.407739999999999,2,1,72,25,1,0,95.0,0,strict,0,1,1,50,0,0,0,0,4.02362304460788,Prenzlauer Berg (nh)
